ano,popularidade,lotacao,tipo_dia,mes,distancia_dias_anterior,genero_cluster
2023,61.0,40000.0,FIM DE SEMANA,NOVEMBRO,-671.0,9.0
2023,100.0,50000.0,DIA UTIL,NOVEMBRO,199.8,6.0
2023,100.0,50000.0,FIM DE SEMANA,NOVEMBRO,0.2,6.0
2023,100.0,50000.0,FIM DE SEMANA,NOVEMBRO,0.2,6.0
2023,71.0,40000.0,FIM DE SEMANA,MAIO,-132.0,8.0
2024,71.0,20000.0,FERIADO MUNICIPAL,JANEIRO,-295.0,8.0
2023,60.0,7000.0,DIA UTIL,MARÇO,-48.0,Outros
2025,64.0,2600.0,FIM DE SEMANA,OUTUBRO,101.33333333333331,Outros
2023,76.0,50000.0,FIM DE SEMANA,DEZEMBRO,499.5,Outros
2022,61.0,2800.0,DIA UTIL,MARÇO,6.0,Outros
2023,60.0,50000.0,FIM DE SEMANA,DEZEMBRO,-66.5,Outros
2024,60.0,4000.0,DIA UTIL,OUTUBRO,79.5,Outros
2022,78.0,35000.0,FIM DE SEMANA,NOVEMBRO,-77.0,3.0
2023,78.0,4000.0,DIA UTIL,NOVEMBRO,127.66666666666669,3.0
2023,78.0,50000.0,FIM DE SEMANA,DEZEMBRO,499.5,3.0
2022,68.0,6000.0,DIA UTIL,MAIO,-103.0,Outros
2023,77.0,7000.0,FIM DE SEMANA,NOVEMBRO,199.8,Outros
2025,77.0,37608.0,FIM DE SEMANA,MARÇO,117.0,Outros
2024,65.0,46572.0,FIM DE SEMANA,NOVEMBRO,0.0,0.0
2022,62.0,8000.0,FIM DE SEMANA,DEZEMBRO,-37.333333333333336,Outros
2025,62.0,7000.0,DIA UTIL,AGOSTO,163.0,Outros
2024,74.0,8000.0,FIM DE SEMANA,NOVEMBRO,84.75,3.0
2025,62.0,37608.0,FIM DE SEMANA,MARÇO,-86.33333333333333,3.0
2023,95.0,48000.0,DIA UTIL,OUTUBRO,66.66666666666667,6.0
2023,95.0,48000.0,DIA UTIL,OUTUBRO,0.3333333333333333,6.0
2024,95.0,64319.0,FIM DE SEMANA,SETEMBRO,83.0,6.0
2023,73.0,7000.0,FIM DE SEMANA,FEVEREIRO,-97.5,1.0
2024,73.0,7930.0,FIM DE SEMANA,JULHO,126.0,1.0
2023,69.0,40000.0,FIM DE SEMANA,NOVEMBRO,-654.0,3.0
2025,69.0,3100.0,DIA UTIL,AGOSTO,515.0,3.0
2023,62.0,6800.0,FIM DE SEMANA,MAIO,66.5,11.0
2022,78.0,7000.0,FIM DE SEMANA,OUTUBRO,199.8,6.0
2022,63.0,20000.0,FIM DE SEMANA,ABRIL,-471.5,9.0
2022,63.0,4000.0,FIM DE SEMANA,SETEMBRO,76.5,9.0
2022,63.0,4000.0,FIM DE SEMANA,DEZEMBRO,42.5,9.0
2023,63.0,50000.0,DIA UTIL,JUNHO,-46.833333333333336,9.0
2023,63.0,50000.0,FIM DE SEMANA,JUNHO,0.1666666666666666,9.0
2023,63.0,50000.0,FIM DE SEMANA,JUNHO,0.1666666666666666,9.0
2023,63.0,7000.0,DIA UTIL,JUNHO,-229.5,9.0
2023,63.0,50000.0,DIA UTIL,DEZEMBRO,31.0,9.0
2023,63.0,50000.0,DIA UTIL,DEZEMBRO,0.1666666666666666,9.0
2023,63.0,50000.0,FIM DE SEMANA,DEZEMBRO,0.1666666666666666,9.0
2024,63.0,8000.0,FIM DE SEMANA,SETEMBRO,664.0,9.0
2024,63.0,0.0,DIA UTIL,NOVEMBRO,80.25,9.0
2024,63.0,3000.0,DIA UTIL,DEZEMBRO,180.66666666666663,9.0
2024,64.0,7000.0,DIA UTIL,DEZEMBRO,275.6666666666667,Outros
2024,64.0,7668.0,DIA UTIL,ABRIL,4.8,3.0
2025,62.0,8000.0,DIA UTIL,OUTUBRO,249.75,Outros
2024,74.0,6500.0,FIM DE SEMANA,NOVEMBRO,499.5,Outros
2023,73.0,3200.0,DIA UTIL,MARÇO,368.0,3.0
2024,60.0,3100.0,DIA UTIL,NOVEMBRO,-127.66666666666669,Outros
2024,90.0,42200.0,DIA UTIL,SETEMBRO,-90.0,12.0
2025,90.0,3200.0,FIM DE SEMANA,SETEMBRO,499.5,12.0
2022,81.0,42000.0,FIM DE SEMANA,JUNHO,999.0,Outros
2022,63.0,45000.0,FIM DE SEMANA,DEZEMBRO,-713.0,0.0
2024,72.0,21188.0,FIM DE SEMANA,JUNHO,-5.4,1.0
2024,67.0,3000.0,DIA UTIL,ABRIL,125.5,Outros
2022,84.0,35000.0,FIM DE SEMANA,NOVEMBRO,-26.6,14.0
2024,83.0,37992.0,DIA UTIL,FEVEREIRO,166.5,9.0
2024,83.0,37992.0,DIA UTIL,FEVEREIRO,0.1666666666666666,9.0
2022,67.0,2000.0,DIA UTIL,MAIO,-1.0,Outros
2025,70.0,20000.0,DIA UTIL,NOVEMBRO,70.0,8.0
2022,60.0,12000.0,FIM DE SEMANA,MAIO,-238.0,1.0
2022,60.0,10000.0,FIM DE SEMANA,DEZEMBRO,-55.833333333333336,1.0
2023,60.0,5600.0,DIA UTIL,NOVEMBRO,-294.5,1.0
2024,60.0,2557.894736842105,DIA UTIL,MAIO,-239.0,1.0
2024,60.0,2900.0,DIA UTIL,OUTUBRO,70.0,1.0
2025,60.0,15000.0,FIM DE SEMANA,JUNHO,378.0,1.0
2022,66.0,10000.0,FIM DE SEMANA,OUTUBRO,-186.33333333333331,11.0
2024,66.0,3850.0,FIM DE SEMANA,ABRIL,9.6,11.0
2025,66.0,4500.0,FIM DE SEMANA,JULHO,503.5,11.0
2022,78.0,34000.0,DIA UTIL,JUNHO,-443.0,8.0
2024,78.0,33921.0,FIM DE SEMANA,DEZEMBRO,-154.0,8.0
2025,78.0,25000.0,DIA UTIL,AGOSTO,74.33333333333333,8.0
2025,78.0,8000.0,FIM DE SEMANA,OUTUBRO,245.2,8.0
2024,65.0,45000.0,FIM DE SEMANA,MARÇO,-259.0,10.0
2025,65.0,45000.0,FIM DE SEMANA,AGOSTO,70.0,10.0
2024,71.0,33921.0,FIM DE SEMANA,DEZEMBRO,-94.5,8.0
2023,60.0,20000.0,FIM DE SEMANA,ABRIL,-158.33333333333334,7.0
2024,60.0,24000.0,FIM DE SEMANA,AGOSTO,79.16666666666667,7.0
2022,61.0,2700.0,FIM DE SEMANA,ABRIL,-1071.0,1.0
2022,61.0,4000.0,DIA UTIL,JUNHO,-359.0,1.0
2023,61.0,2500.0,FIM DE SEMANA,ABRIL,126.0,1.0
2024,61.0,21188.0,FIM DE SEMANA,JUNHO,82.6,1.0
2024,70.0,43312.0,DIA UTIL,DEZEMBRO,188.2,14.0
2024,70.0,43000.0,FIM DE SEMANA,DEZEMBRO,0.2,14.0
2022,75.0,45000.0,FIM DE SEMANA,DEZEMBRO,-89.25,8.0
2023,75.0,35000.0,FIM DE SEMANA,DEZEMBRO,333.0,8.0
2024,71.0,7700.0,FIM DE SEMANA,MARÇO,140.5,3.0
2023,73.0,3200.0,FIM DE SEMANA,MARÇO,-985.0,8.0
2024,73.0,20000.0,FERIADO MUNICIPAL,JANEIRO,-68.0,8.0
2024,73.0,21188.0,FIM DE SEMANA,JUNHO,-90.8,8.0
2025,73.0,3200.0,DIA UTIL,MAIO,269.6666666666667,8.0
2023,82.0,40000.0,FIM DE SEMANA,MAIO,-466.0,12.0
2023,67.0,7500.0,FIM DE SEMANA,ABRIL,499.5,Outros
2022,70.0,0.0,DIA UTIL,JULHO,-171.0,9.0
2024,70.0,21188.0,FIM DE SEMANA,JUNHO,13.0,9.0
2022,71.0,2200.0,FIM DE SEMANA,MAIO,-70.0,8.0
2022,71.0,45000.0,FIM DE SEMANA,AGOSTO,-50.6,8.0
2023,71.0,7000.0,FERIADO NACIONAL,FEVEREIRO,-158.0,8.0
2023,71.0,20000.0,FIM DE SEMANA,ABRIL,17.0,8.0
2024,71.0,21188.0,FIM DE SEMANA,JUNHO,125.0,8.0
2024,64.0,7862.5,FIM DE SEMANA,JULHO,128.8,5.0
2025,70.0,4000.0,DIA UTIL,ABRIL,-10.4,9.0
2025,65.0,4000.0,DIA UTIL,AGOSTO,-0.2,Outros
2025,84.0,0.0,FIM DE SEMANA,NOVEMBRO,1338.0,12.0
2022,65.0,34000.0,FIM DE SEMANA,JUNHO,-448.0,8.0
2025,65.0,0.0,FIM DE SEMANA,NOVEMBRO,1254.0,8.0
2024,74.0,21188.0,FIM DE SEMANA,JUNHO,150.0,7.0
2022,80.0,45000.0,FIM DE SEMANA,AGOSTO,-72.8,10.0
2023,80.0,90000.0,FIM DE SEMANA,AGOSTO,-80.5,10.0
2024,80.0,24000.0,FIM DE SEMANA,AGOSTO,104.0,10.0
2022,65.0,4968.75,FIM DE SEMANA,FEVEREIRO,-271.2,11.0
2022,65.0,3600.0,FIM DE SEMANA,DEZEMBRO,73.25,11.0
2023,65.0,7000.0,FIM DE SEMANA,MAIO,43.75,11.0
2024,65.0,7300.0,DIA UTIL,MARÇO,69.75,11.0
2025,65.0,4500.0,FIM DE SEMANA,MAIO,109.0,11.0
2022,68.0,2200.0,FIM DE SEMANA,MAIO,53.0,7.0
2023,66.0,7000.0,DIA UTIL,DEZEMBRO,-47.5,5.0
2024,66.0,8000.0,DIA UTIL,JUNHO,249.75,5.0
2024,66.0,8000.0,FIM DE SEMANA,JUNHO,0.25,5.0
2024,66.0,7000.0,FIM DE SEMANA,DEZEMBRO,91.25,5.0
2024,63.0,25000.0,DIA UTIL,SETEMBRO,812.0,3.0
2022,74.0,45000.0,FIM DE SEMANA,DEZEMBRO,333.0,13.0
2023,74.0,7600.0,DIA UTIL,AGOSTO,-187.5,13.0
2024,74.0,7000.0,DIA UTIL,JUNHO,52.16666666666666,13.0
2025,74.0,45000.0,FIM DE SEMANA,AGOSTO,493.5,13.0
