nome,generos,popularidade,seguidores,imagem,genero_cluster
THE CARDIGANS,SWEDISH POP,70,1686194,https://i.scdn.co/image/ab6761610000e5eb4458cf04006a95a1afa067f0,7.0
GYM CLASS HEROES,HIP HOP,69,1685753,https://i.scdn.co/image/ab6761610000e5ebaf10fe1f51451ea941b2d798,Outros
THE NATIONAL,INDIE ROCK,64,1684386,https://i.scdn.co/image/ab6761610000e5ebb6399a59b6016b1d1e8feb67,Outros
BARBRA STREISAND,ADULT STANDARDS,63,1683688,https://i.scdn.co/image/ab6761610000e5ebf78341630056283b6d617753,5.0
FABRI FIBRA,ITALIAN TRAP,67,1682291,https://i.scdn.co/image/ab6761610000e5eb9ad1bfa34330b53f59460c31,8.0
EDDIE VEDDER,0,62,1682266,https://i.scdn.co/image/ab6761610000e5eb98a58862098f8be6496ba9d6,3.0
YUNG BLEU,0,62,1680505,https://i.scdn.co/image/ab6761610000e5ebf1bc68595c67df3ab0ab4b43,3.0
GEISHA,INDONESIAN POP,64,1679237,https://i.scdn.co/image/ab6761610000e5eb19a949dbbbc98909cd682ff3,7.0
K-PAZ DE LA SIERRA,DURANGUENSE,63,1678169,https://i.scdn.co/image/ab6761610000e5eb45aeeaad99c30eef4f15c1a2,5.0
EL MIMOSO LUIS ANTONIO LOPEZ,BANDA,65,1677796,https://i.scdn.co/image/ab6761610000e5eb420a9f59e7110f8980ba7110,7.0
LOS BUNKERS,LATIN ROCK,66,1677501,https://i.scdn.co/image/ab6761610000e5eb02d4a255fa006a90b4aa0605,6.0
MISFITS,HORROR PUNK,64,1677111,https://i.scdn.co/image/ab6761610000e5eb030d67ff9576754ff230b2c0,7.0
TOO $HORT,HYPHY,63,1676197,https://i.scdn.co/image/ab6761610000e5ebe1000f5b1cde8889cf4dc44b,5.0
FUGEES,EAST COAST HIP HOP,66,1675735,https://i.scdn.co/image/dd757e1fca99ac0a3da9aa6c2969bc696cc672ce,Outros
CHEAP TRICK,POWER POP,60,1674486,https://i.scdn.co/image/ab6772690000c46c5ad27b7aba43e761f7e3ec46,Outros
DERMOT KENNEDY,0,70,1674361,https://i.scdn.co/image/ab6761610000e5eb18b9e835717c1e54668d0d03,3.0
JUAN MAGAN,REGGAETON,69,1673248,https://i.scdn.co/image/ab6761610000e5ebd0db36287291ce14d237ffc1,Outros
FKJ,0,64,1669513,https://i.scdn.co/image/ab6761610000e5eb6008518ffc2479a241c30754,3.0
ALABAMA,CLASSIC COUNTRY,65,1669184,https://i.scdn.co/image/e62bc7c5b919ceb8145d0c73e8d04c7b8b066f73,7.0
REN,0,68,1668765,https://i.scdn.co/image/ab6761610000e5ebd8099257b7798dd6e30f3511,3.0
MICHAEL KIWANUKA,SOUL,67,1668233,https://i.scdn.co/image/ab6761610000e5eb970e66fdac7be4f4829d4b05,7.0
BHAVI,ARGENTINE TRAP,67,1667629,https://i.scdn.co/image/ab6761610000e5eb4cbfcb2bd86ae25f5acfe834,7.0
JESSIE MURPH,0,78,1663928,https://i.scdn.co/image/ab6761610000e5ebabb501717aa1717ea4798061,3.0
JAIRO VERA,REGGAETON CHILENO,66,1662985,https://i.scdn.co/image/ab6761610000e5eb2a93c210fd0340f2bae25f64,7.0
MC LIPI,FUNK CONSCIENTE,65,1661963,https://i.scdn.co/image/ab6761610000e5eb2f6165d94eced78b39b186dc,7.0
LUCHE,ITALIAN TRAP,69,1661522,https://i.scdn.co/image/ab6761610000e5ebba678d4998e5407380b0a688,8.0
MIKE WILL MADE-IT,0,64,1661256,https://i.scdn.co/image/ab6761610000e5eba1b8879b06ed8204f15d9bc0,3.0
EMIS KILLA,ITALIAN TRAP,63,1661185,https://i.scdn.co/image/ab6761610000e5eb1f22144b6825d322cbe4d059,8.0
JIM CROCE,FOLK ROCK,66,1660653,https://i.scdn.co/image/9f9b40704e3361c93ea8a8b7a86a5d9ee755466e,Outros
YELLOWCARD,POP PUNK,65,1659121,https://i.scdn.co/image/ab6761610000e5eb6b950048b4781d0e95bd9c2c,Outros
NAZARETH,HARD ROCK,60,1657076,https://i.scdn.co/image/ab6761610000e5ebc5bc094a1280845770d009fa,Outros
SWARNALATHA,TAMIL POP,68,1656127,https://i.scdn.co/image/ab67616d0000b2738b0b9d60275bb26eaabc92fe,7.0
CLAUDE DEBUSSY,CLASSICAL,69,1650866,https://i.scdn.co/image/5e1155c852578ddf5d2cfea94ccb3a8a65efa882,Outros
TITO TORBELLINO,CORRIDO,62,1649826,https://i.scdn.co/image/ab67616d0000b273a04631682c41931957b9111a,5.0
AMERICAN AUTHORS,0,63,1649558,https://i.scdn.co/image/ab6761610000e5eb76fa6126d926bd6302239aba,3.0
ADRIEL FAVELA,CORRIDO,61,1649251,https://i.scdn.co/image/ab6761610000e5ebdb4b38fafee978fedfc44392,5.0
BENNY BLANCO,0,74,1648327,https://i.scdn.co/image/ab6761610000e5eb9e339e423b680759b0006a63,3.0
LONDON GRAMMAR,0,65,1646935,https://i.scdn.co/image/ab6761610000e5eb03fca863ba2e1e379ad19998,3.0
MINDLESS SELF INDULGENCE,0,71,1646757,https://i.scdn.co/image/786910afed9a2c3589d522a062c64fb4197d55ca,3.0
ALTAMASH FARIDI,BOLLYWOOD,67,1646453,https://i.scdn.co/image/ab67616d0000b273130330c03519a50ed76ad3f6,7.0
LOLA INDIGO,0,65,1645408,https://i.scdn.co/image/ab6761610000e5eb04b2cd112fa64c3b9c35afe5,3.0
KHALED,RAI,60,1643883,https://i.scdn.co/image/ab6761610000e5eb8cadcbb69a08b4aed788923b,5.0
ELLA HENDERSON,0,68,1643651,https://i.scdn.co/image/ab6761610000e5ebeaec0febbefd0b52023e9425,3.0
TOKISCHA,DEMBOW,70,1642340,https://i.scdn.co/image/ab6761610000e5ebef5f39dfc3f133ab974dbf3b,7.0
JEFF SATUR,T-POP,64,1642310,https://i.scdn.co/image/ab6761610000e5eb8b24c2fdf9a1b476eecdb4d7,Outros
JONI MITCHELL,FOLK,62,1642172,https://i.scdn.co/image/68cfb061951dbd44c95422a54cb70baec0722ca3,5.0
SKEPTA,GRIME,76,1641871,https://i.scdn.co/image/ab6761610000e5ebdb7e42a0c4dced06214fcdb6,Outros
UP DHARMA DOWN,OPM,64,1640593,https://i.scdn.co/image/ab6761610000e5eb0d9af87a78a52846b4706b28,7.0
HALESTORM,0,65,1640202,https://i.scdn.co/image/ab6761610000e5ebae3a9674a21b3bcf6d8a06d1,3.0
JAY ROCK,0,70,1640037,https://i.scdn.co/image/ab6761610000e5eb9c48431caf52a2d0f38433ff,3.0
MOS DEF,EAST COAST HIP HOP,66,1637544,https://i.scdn.co/image/d39cd5769332fb51014cc1cc9934c8890fcd49f7,Outros
ILLENIUM,MELODIC BASS,71,1635952,https://i.scdn.co/image/ab6761610000e5eb98e56c05d6acbf782609afa2,Outros
JOK'AIR,FRENCH RAP,67,1635368,https://i.scdn.co/image/ab6761610000e5ebc9c93c8efc8b55ff892cc337,7.0
RAIMUNDOS,BRAZILIAN ROCK,61,1634928,https://i.scdn.co/image/ab6761610000e5ebc658c7d04e7d1a107760ecf0,9.0
OGUZHAN KOC,TURKISH POP,61,1633510,https://i.scdn.co/image/ab6761610000e5eb09d1649f57b77db3682a8a42,5.0
TRAVIS TRITT,CLASSIC COUNTRY,65,1632647,https://i.scdn.co/image/ab6761610000e5eba8c570d026bf6b373b2fb307,7.0
MC LUUKY,BRAZILIAN FUNK,75,1631519,https://i.scdn.co/image/ab6761610000e5ebec1fef19ee9676f9ce662f39,12.0
MC MANEIRINHO,BRAZILIAN TRAP,62,1631168,https://i.scdn.co/image/ab6761610000e5eb74944225bf8e3dc06bc5f557,8.0
XIMENA SARINANA,LATIN INDIE,65,1630832,https://i.scdn.co/image/ab6761610000e5eb84d35c38e2f7e0a8801ca26d,7.0
ADOLESCENT'S ORQUESTA,SALSA,70,1630680,https://i.scdn.co/image/ab6761610000e5eb34a426f4d570c4c483cc90cb,7.0
BARAK,CHRISTIAN,64,1628851,https://i.scdn.co/image/ab6761610000e5ebd80e83cf2026be302bd24b5b,Outros
HANSRAJ RAGHUWANSHI,BHAJAN,63,1628348,https://i.scdn.co/image/ab6761610000e5eb2feffce3170e287e2c143dc7,5.0
JORDAN DAVIS,COUNTRY,72,1628315,https://i.scdn.co/image/ab6761610000e5eb2a02b713cac51be638001b05,2.0
YAN BLOCK,0,82,1627854,https://i.scdn.co/image/ab6761610000e5eb1da4b46f64bb40d556b5684f,3.0
MAGIC!,POP,68,1627837,https://i.scdn.co/image/ab6761610000e5eb8b68d29a8713b8260aa18e19,6.0
COLTER WALL,OUTLAW COUNTRY,70,1627218,https://i.scdn.co/image/ab6761610000e5eb882233b1dcce1d30dec22ce8,7.0
BOW WOW,R&B,60,1625161,https://i.scdn.co/image/ab6761610000e5ebdabcde5a80653290a9f0afad,2.0
YOUNG M.A,0,62,1625099,https://i.scdn.co/image/ab6761610000e5eb2f1177c2d816a671990b308f,3.0
NARDO WICK,0,62,1620395,https://i.scdn.co/image/ab6761610000e5eb5f9a514b78fb68c14233e867,3.0
KACEY MUSGRAVES,0,73,1618729,https://i.scdn.co/image/ab6761610000e5ebc548c7ff983f25641dc71ffe,3.0
JAURIA SANTA,MEXICAN HIP HOP,66,1616115,https://i.scdn.co/image/ab6761610000e5eb3324ed9662c15a32cec5181a,7.0
MATOGROSSO & MATHIAS,SERTANEJO TRADICIONAL,65,1615717,https://i.scdn.co/image/ab6761610000e5ebc99db2db6ab4e655c4d089f3,13.0
QUALITY CONTROL,0,65,1615071,https://i.scdn.co/image/ab67616d0000b273f5c547a4335523f10a802f94,3.0
JOHN WILLIAMS,SOUNDTRACK,73,1614618,https://i.scdn.co/image/ab6761610000e5eb86b13e4d2e65ebf694384ef4,2.0
ANAND RAJ ANAND,BOLLYWOOD,63,1613959,https://i.scdn.co/image/ab6761610000e5ebd0c4050859e273477e1f2b9b,5.0
RICO BLANCO,OPM,66,1613676,https://i.scdn.co/image/ab6761610000e5eb3e0f42db36239a70661ad224,7.0
TIPPU,TAMIL DANCE,68,1611754,https://i.scdn.co/image/ab6761610000e5ebb6206906f4aa197f662b43f5,7.0
HONNE,0,62,1609753,https://i.scdn.co/image/ab6761610000e5ebc19adef627892ffdee631d1a,3.0
ABRAHAM MATEO,0,69,1609320,https://i.scdn.co/image/ab6761610000e5ebc37b5aff82743fd506ae3f47,3.0
ISAIAH RASHAD,0,66,1608658,https://i.scdn.co/image/ab6761610000e5eb1ff1685224034e6c12538722,3.0
SIDDHARTHA,MEXICAN INDIE,68,1606747,https://i.scdn.co/image/ab6761610000e5ebf186cd9203f5fc01a6cd1079,Outros
EXTREMODURO,0,65,1606578,https://i.scdn.co/image/ab6761610000e5eb12434039f9760438626cf90b,3.0
BORIS BREJCHA,MINIMAL TECHNO,62,1605226,https://i.scdn.co/image/ab6761610000e5eb2cc3d29c6605e96958abf585,5.0
MASEGO,0,70,1604018,https://i.scdn.co/image/ab6761610000e5eba12539a9a66ddf0b498d4d4a,3.0
MC GW,PHONK,79,1604015,https://i.scdn.co/image/ab6761610000e5eba5c9a915be3bb408e03aa855,2.0
NAVAAN SANDHU,PUNJABI POP,71,1603044,https://i.scdn.co/image/ab6761610000e5eb6c0d944d3e236316a855cc59,2.0
YOVNGCHIMI,TRAP LATINO,69,1602854,https://i.scdn.co/image/ab6761610000e5eb73fab5be14367649f157af42,7.0
42 DUGG,0,69,1602614,https://i.scdn.co/image/ab6761610000e5eb40c29d16a1bc236c8c67bb14,3.0
KUMAAR,BOLLYWOOD,76,1601373,https://i.scdn.co/image/ab6761610000e5eb16fed6a4df005be8a121761a,2.0
NEMZZZ,UK DRILL,74,1600142,https://i.scdn.co/image/ab6761610000e5ebe72faee553df31d16c58dbf1,2.0
TRIBALISTAS,MPB,62,1596852,https://i.scdn.co/image/ab6761610000e5ebcaf37072c83daf4d76a7ee42,11.0
EVE,R&B,68,1595259,https://i.scdn.co/image/ab6761610000e5eb62423f0aa64340b1fe57c0a3,2.0
MOLCHAT DOMA,POST-PUNK,62,1594401,https://i.scdn.co/image/ab6761610000e5eb361fadaa6cab897cf6722f72,Outros
AKHIL SACHDEVA,HINDI POP,65,1593109,https://i.scdn.co/image/ab6761610000e5eb0b5162a71d6f7914c81e5a05,Outros
GNASH,0,60,1589606,https://i.scdn.co/image/ab6761610000e5eb78e3e309ea0bf5dfb2192469,3.0
GULZAR,BOLLYWOOD,66,1588962,https://i.scdn.co/image/ab6761610000e5eb27444a2555c1538c36d54c61,7.0
MEN AT WORK,0,68,1588141,https://i.scdn.co/image/ab6761610000e5ebe856945244d104fcef298237,3.0
RIM'K,FRENCH RAP,64,1586252,https://i.scdn.co/image/ab6761610000e5eb57cc4cdc09e3cc3004ebe9ba,7.0
PAILITA,REGGAETON CHILENO,64,1585438,https://i.scdn.co/image/ab6761610000e5ebc8c5cac053bbfecd381b5bce,7.0
AIRBAG,ARGENTINE ROCK,72,1584714,https://i.scdn.co/image/ab6761610000e5eb7e7ce771bde5235afd45cb43,3.0
RAUF & FAIK,0,62,1584016,https://i.scdn.co/image/ab6761610000e5eb66d39e798c7ba2ef8578799a,3.0
SIGALA,0,65,1581949,https://i.scdn.co/image/ab6761610000e5eb2287136f17708c9d01fa538c,3.0
VINOD RATHOD,GUJARATI GARBA,63,1581925,https://i.scdn.co/image/ab6761610000e5eb932320f8eb2ecd66ce86fec4,5.0
JESSIE REYEZ,0,69,1580374,https://i.scdn.co/image/ab6761610000e5eb07a189e14b42d3c65d543c92,3.0
LIZZY MCALPINE,0,76,1579409,https://i.scdn.co/image/ab6761610000e5eb912df0c93a5dc290d3c8816e,3.0
FLO MILLI,0,68,1579183,https://i.scdn.co/image/ab6761610000e5eb2dd4342359c7b3aca2bca63c,3.0
MODEST MOUSE,INDIE ROCK,63,1576398,https://i.scdn.co/image/ab6761610000e5eb39b413eb76d2ae87496d76b8,Outros
JC REYES,FLAMENCO URBANO,78,1571641,https://i.scdn.co/image/ab6761610000e5eb7478dc640b54483093bf5bed,2.0
LEANN RIMES,0,62,1570698,https://i.scdn.co/image/ab6761610000e5eb0ee40ceec2d8952bb3804496,3.0
GZUZ,GERMAN HIP HOP,72,1570134,https://i.scdn.co/image/ab6761610000e5eb453e916aad0e481ee1263851,9.0
NICK CAVE & THE BAD SEEDS,0,64,1569415,https://i.scdn.co/image/ab6761610000e5eb6bc10cacb013806f27aa7700,3.0
THE PRETTY RECKLESS,0,63,1568603,https://i.scdn.co/image/ab6761610000e5ebe47281f2be70ada41b934a71,3.0
BRUNO MAJOR,0,63,1567842,https://i.scdn.co/image/ab6761610000e5eb5b43a1fdff498297feb1d128,3.0
BRANDON LAKE,WORSHIP,76,1566952,https://i.scdn.co/image/ab6761610000e5eb8ba23cfe3ff56cc69b68f10e,2.0
LAINEY WILSON,COUNTRY,74,1566130,https://i.scdn.co/image/ab6761610000e5ebfcf27dfaf8c19bd4769b6597,2.0
JAMES MORRISON,ROCK,63,1563247,https://i.scdn.co/image/ab6761610000e5eb7793e59a0beb24340f6b0e37,14.0
VULGO FK,BRAZILIAN TRAP,72,1561039,https://i.scdn.co/image/ab6761610000e5ebfee7ad420b223bd25ea93efd,8.0
SLEEPING AT LAST,0,68,1559793,https://i.scdn.co/image/ab6761610000e5ebef7d865b0415af87357244d0,3.0
GILBERTO GIL,MPB,65,1559730,https://i.scdn.co/image/ab6761610000e5ebdf423bfb01afb1cf3d60d61a,11.0
IKIMONOGAKARI,ANIME,63,1559431,https://i.scdn.co/image/ab6761610000e5ebe142667346475389bd9d92ca,Outros
SAVAGE GARDEN,0,65,1559184,https://i.scdn.co/image/ab6761610000e5eba218283491135c3c72911719,3.0
JAMES BLAKE,0,70,1556637,https://i.scdn.co/image/ab6761610000e5eb93fe5fc8fdb5a98248911a07,3.0
RICHARD MARX,SOFT ROCK,68,1555964,https://i.scdn.co/image/ab6772690000c46cfc12d2f1fba4838bb08e8073,Outros
THE SCORE,0,66,1554153,https://i.scdn.co/image/ab6761610000e5ebc1fded2a185c54df399fe63a,3.0
NUJABES,JAZZ RAP,67,1551330,https://i.scdn.co/image/ab6761610000e5eb57f19d2f179b00207bfb3155,Outros
THE CHICKS,COUNTRY,66,1551010,https://i.scdn.co/image/ab6761610000e5eb43d9d87bba466538f5c40901,7.0
PAOLO NUTINI,0,66,1547760,https://i.scdn.co/image/ab6761610000e5eb5b30c7c50a4dc96f5d5872d5,3.0
ELIS REGINA,MPB,62,1546372,https://i.scdn.co/image/ab6761610000e5eb0fa315c76bb4539c6efa2966,11.0
IREM DERICI,TURKISH POP,60,1546045,https://i.scdn.co/image/ab6761610000e5eb19676ab29f3cda63747ed0a5,5.0
DE LA ROSE,0,80,1546025,https://i.scdn.co/image/ab6761610000e5ebb7c16668bfc8e67b329ce7c6,3.0
INNA,EUROPOP,71,1544384,https://i.scdn.co/image/ab6761610000e5eb571bd5587850d252e8fc892d,2.0
NOCAP,0,63,1542178,https://i.scdn.co/image/ab6761610000e5ebcfe87496e824428c11c00a36,3.0
LUIGI 21 PLUS,REGGAETON,65,1541682,https://i.scdn.co/image/ab6761610000e5eb30b631283ebcdd3964c9a24a,Outros
NEO PISTEA,ARGENTINE TRAP,64,1540930,https://i.scdn.co/image/ab6761610000e5eb470a058eb6cb20e0fdd55c55,7.0
LOS ORIGINALES DE SAN JUAN,CORRIDO,63,1540499,https://i.scdn.co/image/ab6761610000e5ebaa24f8198d0556febd4425e9,5.0
ALEX_G_OFFLINE,0,66,1540389,https://i.scdn.co/image/ab67616d0000b273072e2599e77865ae194b8345,3.0
THE RED JUMPSUIT APPARATUS,POP PUNK,63,1539190,https://i.scdn.co/image/ab6761610000e5ebb579588b5cd5582f6c83f6f7,Outros
PYOTR ILYICH TCHAIKOVSKY,CLASSICAL,71,1539039,https://i.scdn.co/image/9a7c31f43e22a95f6d3c57baf4f87a3a9d2b93e0,Outros
AZET,GERMAN HIP HOP,70,1538983,https://i.scdn.co/image/ab6761610000e5ebd899c38bbd85eabe5bebe0b1,9.0
DIEGO & ARNALDO,SERTANEJO,67,1537382,https://i.scdn.co/image/ab6761610000e5eb6309cc0e5ea99333aaea57e8,10.0
OXLADE,AFROBEATS,62,1536658,https://i.scdn.co/image/ab6761610000e5eb2cdb1148e14bf21f3adc78de,5.0
THUNDERCAT,0,69,1536445,https://i.scdn.co/image/ab6761610000e5eb6941830307896269157f7dd4,3.0
MIKE POSNER,0,69,1535512,https://i.scdn.co/image/ab6761610000e5eb85e71ac37632766429b0c2cb,3.0
UNNI MENON,TAMIL POP,63,1532906,https://i.scdn.co/image/ab67616d0000b273bf200632689debae4f2ae41f,5.0
PORTUGAL. THE MAN,0,71,1532080,https://i.scdn.co/image/ab6761610000e5eb86a31e209d56d3331b832d23,3.0
SAM C.S.,TAMIL POP,65,1531540,https://i.scdn.co/image/ab6761610000e5ebd375a28b3da7b612d9b92c7e,7.0
FOR KING & COUNTRY,CHRISTIAN,66,1531229,https://i.scdn.co/image/ab6761610000e5ebe16ff00d22340a29172c0f94,Outros
CESARE CREMONINI,ITALIAN SINGER-SONGWRITER,66,1530823,https://i.scdn.co/image/ab6761610000e5eb6e902d19e31e358becea34ee,7.0
GLEE CAST,CHRISTMAS,69,1530297,https://i.scdn.co/image/5b5a95f260ac429405e871777e3c17c9126c30ad,Outros
CALCINHA PRETA,FORRO,66,1528855,https://i.scdn.co/image/ab6761610000e5eb8a03f908ece3a577ed59691c,8.0
PADRE MARCELO ROSSI,GOSPEL,63,1526532,https://i.scdn.co/image/ab6761610000e5eba8d6dc284603820ba76755a1,5.0
TOBYMAC,CHRISTIAN,67,1526156,https://i.scdn.co/image/ab6761610000e5eb0f02deacc1cfdb22aabb3a49,Outros
KIZO,0,66,1524538,https://i.scdn.co/image/ab6761610000e5ebf8e135724247e48c928bfd2c,3.0
NIGHT LOVELL,EMO RAP,66,1522663,https://i.scdn.co/image/ab6761610000e5ebb71467f7ae98d2dfc256d854,7.0
CHUYIN,CORRIDO,71,1521541,https://i.scdn.co/image/ab6761610000e5ebbb44e496eebee8d42ba9b5c5,2.0
JON BELLION,0,66,1521046,https://i.scdn.co/image/ab6761610000e5ebbdc0709eec4b28557926fab6,3.0
LOS ALEGRES DEL BARRANCO,CORRIDO,68,1519706,https://i.scdn.co/image/ab6761610000e5eb04dd6a93ebb221ddde5b057e,7.0
ALVARO DIAZ,0,75,1518697,https://i.scdn.co/image/ab6761610000e5ebeac78a6231119f3799667ffb,3.0
GOPI SUNDAR,MOLLYWOOD,65,1518504,https://i.scdn.co/image/ab6761610000e5eb1a17377fa816d625eb8e7435,7.0
MERLE HAGGARD,CLASSIC COUNTRY,61,1518164,https://i.scdn.co/image/3c40c48783d62db32dff0bd510250d7532b856ee,5.0
VITAA,FRENCH R&B,63,1517373,https://i.scdn.co/image/ab6761610000e5ebc9da171aa0c11277130c3a9b,5.0
TRIO PARADA DURA,SERTANEJO TRADICIONAL,62,1517368,https://i.scdn.co/image/ab6761610000e5eb1cf4338612bd3c9e140b6d11,13.0
MARIA BETHANIA,MPB,64,1514533,https://i.scdn.co/image/ab6761610000e5eb6dd0de52c3b1a36a6400eb6d,11.0
RATA BLANCA,ROCK EN ESPANOL,63,1513116,https://i.scdn.co/image/ab6761610000e5ebfa3cc18cceab8df8d1e4c086,5.0
DPR IAN,K-RAP,63,1511691,https://i.scdn.co/image/ab6761610000e5ebe7cf64e17ae7a7ea4173f5ea,Outros
PIPE BUENO,POPULAR COLOMBIAN MUSIC,60,1507011,https://i.scdn.co/image/ab6761610000e5ebe0855e690b4191d1f71ad93a,5.0
WHITE 2115,0,68,1506412,https://i.scdn.co/image/ab6761610000e5eb324b9a637a9580627143f431,3.0
PALOMA FAITH,0,65,1506336,https://i.scdn.co/image/ab6761610000e5eb7265a79cf26c2e4b3fed8d66,3.0
BLACK COFFEE,AFRO HOUSE,65,1506293,https://i.scdn.co/image/ab6761610000e5eb980bed716b6784a79aabf00e,7.0
AXWELL,EDM,68,1505390,https://i.scdn.co/image/ab6761610000e5eb47df925e56857f312974ff55,Outros
CODIGO FN,CORRIDO,67,1504318,https://i.scdn.co/image/ab6761610000e5ebfd0b7e60b0a702ffd9650eb6,7.0
BUMP OF CHICKEN,J-POP,63,1503580,https://i.scdn.co/image/ab6761610000e5eb50f6146945f10a1742caa289,Outros
VACATIONS,0,69,1500844,https://i.scdn.co/image/ab6761610000e5eb080c868c83bba9ba37f13639,3.0
EL TRONO DE MEXICO,DURANGUENSE,69,1500713,https://i.scdn.co/image/ab6761610000e5ebbaa9a9f3052c17f786618cda,7.0
THE ROOTS,EAST COAST HIP HOP,61,1499881,https://i.scdn.co/image/ab6761610000e5eb7e92a85b9e31236380cd38f2,Outros
BOMBAY JAYASHRI,TAMIL POP,64,1499653,https://i.scdn.co/image/ab6761610000e5eb17253dc3b16a683c8e38b5aa,7.0
JANELLE MONAE,ALTERNATIVE R&B,66,1498823,https://i.scdn.co/image/ab6761610000e5eb5dab878686269b7b8f4c3ab1,3.0
HARDY,COUNTRY,73,1498010,https://i.scdn.co/image/ab6761610000e5eb3e7e5b8c09a44d49a95bd842,2.0
THOUSAND FOOT KRUTCH,CHRISTIAN ROCK,65,1497631,https://i.scdn.co/image/558f7ee322b89c8d5b846a7b38e0ad83bbaa1386,Outros
JOE HISAISHI,JAPANESE CLASSICAL,69,1496489,https://i.scdn.co/image/ab6761610000e5eb255e3fb8af57399bc9975c61,Outros
JUHN,TRAP LATINO,72,1495695,https://i.scdn.co/image/ab6761610000e5ebc212e84f670a967ecabedba5,2.0
BRETT ELDREDGE,COUNTRY,61,1494969,https://i.scdn.co/image/ab6761610000e5ebd62f6cc5c8b1d23bb749d149,5.0
THREE 6 MAFIA,SOUTHERN HIP HOP,65,1494604,https://i.scdn.co/image/ab6761610000e5eb697a2395da5148557c36af55,7.0
VAGON CHICANO,NORTENO,62,1494597,https://i.scdn.co/image/ab6761610000e5ebd15233be7fd94e9f8d71e733,5.0
KAKO,FUNK CONSCIENTE,70,1494379,https://i.scdn.co/image/ab6761610000e5eb72b025b2944a4a5e8fe43f97,7.0
ROAR,0,64,1494265,https://i.scdn.co/image/ab6761610000e5ebeb7ac1ee8617118396fa8ec6,3.0
GOKHAN TURKMEN,TURKISH POP,65,1494132,https://i.scdn.co/image/ab6761610000e5eb3a22929cb1efe2358b81751c,7.0
LOLA YOUNG,0,78,1492219,https://i.scdn.co/image/ab6761610000e5eb4831bc7f3017aae35b175d23,3.0
KEVIN AMF,ELECTRO CORRIDOS,69,1491908,https://i.scdn.co/image/ab6761610000e5eb74900422b42af2f1f5aea8a6,7.0
NIRO,FRENCH RAP,66,1490651,https://i.scdn.co/image/ab6761610000e5ebda992b048f3ff0f4944cbe10,7.0
FLYLEAF,CHRISTIAN ROCK,63,1488991,https://i.scdn.co/image/ab6761610000e5ebf806c08eef7d367476b561d0,Outros
OVY ON THE DRUMS,REGGAETON,83,1488415,https://i.scdn.co/image/ab6761610000e5eb598ae29b6fe6c2547f40bce5,Outros
FREDDIE GIBBS,JAZZ RAP,69,1488093,https://i.scdn.co/image/ab6761610000e5eb499def7bd0369aa26a22273c,Outros
LETO,FRENCH RAP,70,1487175,https://i.scdn.co/image/ab6761610000e5eba6def4f8f591699f16b168b9,7.0
ADRIANNE LENKER,0,73,1485036,https://i.scdn.co/image/ab6761610000e5eb5a7d5278cf9deda53119028c,3.0
GRUPO MAXIMO GRADO,CORRIDO,64,1483727,https://i.scdn.co/image/ab6761610000e5eba631e1e31ce94641724d2f37,7.0
PANTER BELICO,CORRIDO,69,1482813,https://i.scdn.co/image/ab6761610000e5ebfdc18f790338420834804c32,7.0
LAMP,SHIBUYA-KEI,63,1481292,https://i.scdn.co/image/ab6761610000e5eb0200ae3b8094a3b795e51f59,5.0
RICK ASTLEY,0,64,1480924,https://i.scdn.co/image/ab6761610000e5eb019782a5d4654e00db2a28a0,3.0
FIVIO FOREIGN,BROOKLYN DRILL,62,1480791,https://i.scdn.co/image/ab6761610000e5eb366afadc7bfc1671fb1d4f2c,5.0
M.I.A.,HIP HOP,67,1480763,https://i.scdn.co/image/ab6761610000e5ebd75b03e7f83d62dcd55617ca,Outros
POWFU,0,68,1480747,https://i.scdn.co/image/ab6761610000e5eb0440c749b98a38d5ea707d7a,3.0
YEAH YEAH YEAHS,0,67,1480606,https://i.scdn.co/image/ab6761610000e5eb746654923d25b6bf7c16e899,3.0
YEONJUN,K-POP,71,1479549,https://i.scdn.co/image/ab6761610000e5eb8396b8b5559921fa643761be,9.0
SHABOOZEY,0,76,1479033,https://i.scdn.co/image/ab6761610000e5eb2361ab73b5a386e2522790e8,3.0
CAIO LUCCAS,BRAZILIAN TRAP,67,1473784,https://i.scdn.co/image/ab6761610000e5eb7af90adc99b6c09e5cbc8e00,8.0
BOHSE ONKELZ,0,66,1473598,https://i.scdn.co/image/ab6761610000e5eb3b24b414e37c040158532603,3.0
SPANDAU BALLET,NEW WAVE,66,1473175,https://i.scdn.co/image/ab6761610000e5ebdc0d162db1bd6b08b2cdc24c,Outros
ROCHY RD,DEMBOW,61,1472413,https://i.scdn.co/image/ab6761610000e5eba813356bcf63fd41e073eaa3,5.0
OVI,CORRIDOS TUMBADOS,69,1471619,https://i.scdn.co/image/ab6761610000e5eb60950d1063dbb995f6951389,7.0
LOVE FUNK,BRAZILIAN FUNK,69,1471268,https://i.scdn.co/image/ab6761610000e5eba4652e5debf04261013d9d57,12.0
BONOBO,TRIP HOP,63,1471143,https://i.scdn.co/image/ab6761610000e5ebb9a3462bde9f62d74aa50507,Outros
MØ,0,69,1466120,https://i.scdn.co/image/ab6761610000e5ebea088fc970f0b2e7e49422c0,3.0
KANGEN BAND,INDONESIAN POP,64,1463908,https://i.scdn.co/image/ab6761610000e5ebb899a133953ffb218e762829,7.0
