nome,generos,popularidade,seguidores,imagem,genero_cluster
VICENTE FERNANDEZ,RANCHERA,78,13545571,https://i.scdn.co/image/ab6761610000e5eb18d0ae87d123dae4de445c0f,2.0
TULSI KUMAR,BOLLYWOOD,72,13516966,https://i.scdn.co/image/ab6761610000e5eb2f10dee0091f95a8207aacfb,2.0
ROSE,K-POP,79,13488262,https://i.scdn.co/image/ab6761610000e5ebcfb4350222919670128ff2dc,9.0
LUKE COMBS,COUNTRY,84,13469106,https://i.scdn.co/image/ab6761610000e5eb584e28452f46640852c2aed4,2.0
LISA,K-POP,76,13432700,https://i.scdn.co/image/ab6761610000e5eb5cd3b3af8b72e32be78571ec,9.0
BOB MARLEY & THE WAILERS,REGGAE,80,13416593,https://i.scdn.co/image/b5aae2067db80f694a980e596e7f49618c1206c9,0.0
SHANKAR MAHADEVAN,MARATHI POP,77,13405198,https://i.scdn.co/image/ab6761610000e5eb3f27a828c24d73cf0427e2e7,6.0
DUKI,ARGENTINE TRAP,80,13383852,https://i.scdn.co/image/ab6761610000e5eb0f682e8d99b232d621a25c3b,2.0
BEN&BEN,OPM,69,13288936,https://i.scdn.co/image/ab6761610000e5eb4c3336dc93ad59488de95d45,7.0
ELLIE GOULDING,POP,80,13259876,https://i.scdn.co/image/ab6761610000e5eb69266d088d2ab5c74e028863,6.0
ANITTA,BRAZILIAN POP,79,13259230,https://i.scdn.co/image/ab6761610000e5ebda2a9d91c5f52a9088851251,1.0
ENHYPEN,K-POP,80,13253268,https://i.scdn.co/image/ab6761610000e5eb99395276fc18bcf3e7e0b57e,9.0
JOAN SEBASTIAN,RANCHERA,79,13193853,https://i.scdn.co/image/ab6761610000e5eb0320f28bac81532a14c0349d,2.0
POLO G,0,77,13128397,https://i.scdn.co/image/ab6761610000e5ebbedf3bdf589da06d1567196c,3.0
MATHEUS & KAUAN,SERTANEJO,79,13127313,https://i.scdn.co/image/ab6761610000e5ebd73644778d6848a6a8fd381b,10.0
CALIBRE 50,BANDA,76,13079743,https://i.scdn.co/image/ab6761610000e5eb12a760cc5f126ce7909972d8,2.0
FOO FIGHTERS,ROCK,77,13017273,https://i.scdn.co/image/ab6761610000e5eb2c7bb73afef60ef97ad6dcb2,14.0
DABABY,0,78,12998364,https://i.scdn.co/image/ab6761610000e5ebbd6918901c1714560669f570,3.0
ALICIA KEYS,R&B,79,12961355,https://i.scdn.co/image/ab6761610000e5eb4518cf16a45e35fc0cc82862,2.0
ANNE-MARIE,POP,76,12900376,https://i.scdn.co/image/ab6761610000e5ebf94a7e185158d0950f07310b,6.0
THE NOTORIOUS B.I.G.,OLD SCHOOL HIP HOP,77,12860144,https://i.scdn.co/image/1b4858fbd24046a81cace5ee18d19c868262b91f,2.0
YNW MELLY,MELODIC RAP,72,12837233,https://i.scdn.co/image/ab6761610000e5eb4da4a196cc973f65b68fe67b,Outros
JUL,FRENCH RAP,82,12817351,https://i.scdn.co/image/ab6761610000e5ebb1c1670f8b27fcf5fe14ed3a,2.0
PANIC! AT THE DISCO,EMO,77,12745626,https://i.scdn.co/image/ab6761610000e5ebb256ae9a4b82bfff97776ae2,Outros
TV GIRL,0,81,12742953,https://i.scdn.co/image/ab6761610000e5ebd80695211689a9c8c3fee3b0,3.0
SHEILA ON 7,INDONESIAN POP,75,12665117,https://i.scdn.co/image/ab6761610000e5eb2017fda314b1745c3e96e0d5,2.0
KODAK BLACK,0,81,12549986,https://i.scdn.co/image/ab6761610000e5eb98f80af7d47ac0d17d10d989,3.0
JENNIE,K-POP,82,12533704,https://i.scdn.co/image/ab6761610000e5eba8e3627e392a1d8f539cb575,9.0
OASIS,BRITPOP,82,12521360,https://i.scdn.co/image/ab6761610000e5ebb4ddbc39706ef0f2ae0f7c9b,Outros
JAVED ALI,SUFI,73,12505731,https://i.scdn.co/image/ab6761610000e5eb84e0829f8e8abff52255fbd3,2.0
CONAN GRAY,POP,80,12497262,https://i.scdn.co/image/ab6761610000e5eb4c2b62d4748524454a6f99b0,6.0
YOUNG THUG,RAP,84,12491367,https://i.scdn.co/image/ab6761610000e5eb9f2fb33940aac624dc5d100d,12.0
JASON DERULO,PO,77,12473748,https://i.scdn.co/image/ab6761610000e5eb94cf6c87c82ddb0eade61eb0,6.0
HIPHOP TAMIZHA,TAMIL HIP HOP,69,12427426,https://i.scdn.co/image/ab6761610000e5eb67a9c256bee82482d82f2716,9.0
DEVI SRI PRASAD,TELUGU POP,74,12407640,https://i.scdn.co/image/ab6761610000e5ebaa5350248841ba12e12467af,2.0
DJ KHALED,HIP HOP,74,12387110,https://i.scdn.co/image/ab6761610000e5eb6dc42c750614c1101daef28e,Outros
WESLEY SAFADAO,FORRO,75,12332566,https://i.scdn.co/image/ab6761610000e5ebd19c0a4b9bdef344dd7efcbf,8.0
LITTLE MIX,POP,72,12326695,https://i.scdn.co/image/ab6761610000e5eb08cd53940cbf5813ee5fe565,6.0
LIL NAS X,HIP HOP,73,12309097,https://i.scdn.co/image/ab6761610000e5eb3758a33e782b46bd7f174e1d,Outros
ALESSIA CARA,POP,73,12290992,https://i.scdn.co/image/ab6761610000e5eb6cde43f126518af0ef8eddc2,6.0
NINHO,FRENCH RAP,80,12276819,https://i.scdn.co/image/ab6761610000e5eb7844053470fa0a138eec6662,2.0
MAC MILLER,POP,83,12223702,https://i.scdn.co/image/ab6761610000e5ebed3b89aa602145fde71a163a,6.0
JESSIE J,POP,72,12212986,https://i.scdn.co/image/ab6761610000e5eb92b8a2548ec8c91bb5ef418e,6.0
EAGLES,CLASSIC ROCK,77,12209323,https://i.scdn.co/image/ab6761610000e5eb0767e116a2307495e37cd7fb,2.0
VISHAL DADLANI,BOLLYWOOD,74,12137484,https://i.scdn.co/image/ab6761610000e5eb76328e37a2c1280ab9adb90c,2.0
WIZ KHALIFA,RAP,82,12118767,https://i.scdn.co/image/ab6761610000e5ebc66b0a8c3268f0b6556f64a8,12.0
TOMORROW X TOGETHER,K-POP,77,12092647,https://i.scdn.co/image/ab6761610000e5eb1c81416bbbfe539adb9d7050,9.0
SECH,REGGAETON,79,12067696,https://i.scdn.co/image/ab6761610000e5eb9c70d4207e8fe903509e5b66,Outros
AVRIL LAVIGNE,POP ROCK,77,12048041,https://i.scdn.co/image/ab6761610000e5ebcea575e8c9519d4367984256,Outros
MARIAH CAREY,CHRISTMAS,82,12027182,https://i.scdn.co/image/ab6761610000e5ebd0a27777aaeb1725add6ace8,Outros
PITBULL,EDM,85,12014406,https://i.scdn.co/image/ab6761610000e5eb8d8ac7290d0fe2d12fb6e4d9,Outros
ENRIQUE IGLESIAS,LATIN POP,78,11991903,https://i.scdn.co/image/ab6761610000e5eb4fa1405802a42c665b0f2dd1,6.0
HIMESH RESHAMMIYA,BOLLYWOOD,73,11971118,https://i.scdn.co/image/ab6761610000e5eb2cfc402fa29cd2949023a8bf,2.0
AMR DIAB,EGYPTIAN POP,71,11943648,https://i.scdn.co/image/ab6761610000e5ebab35bf72eb23fa275fdc2dcb,2.0
RODDY RICCH,MELODIC RAP,75,11900717,https://i.scdn.co/image/ab6761610000e5eb88d7900663b237167c4be332,Outros
RAMMSTEIN,INDUSTRIAL METAL,78,11883826,https://i.scdn.co/image/ab6761610000e5eb32845b1556f9dbdfe8ee6575,2.0
PINEAPPLE STORMTV,BRAZILIAN HIP HOP,70,11847288,https://i.scdn.co/image/ab6761610000e5eb7483fb9b7651d8558d310e38,9.0
AVENGED SEVENFOLD,METAL,77,11812868,https://i.scdn.co/image/ab6761610000e5eb097658d63473ecb243ed4b1f,Outros
DAVID BOWIE,GLAM ROCK,77,11810703,https://i.scdn.co/image/ab6761610000e5ebb78f77c5583ae99472dd4a49,Outros
METRO BOOMIN,0,85,11784365,https://i.scdn.co/image/ab6761610000e5eb28f1e72b31e756ea3f3a51e7,3.0
NEWJEANS,K-POP,78,11755204,https://i.scdn.co/image/ab6761610000e5eb80668ba2b15094d083780ea9,9.0
TITO DOUBLE P,CORRIDO,85,11697233,https://i.scdn.co/image/ab6761610000e5eb6aaf8a0d393605e8489447f3,2.0
WHITNEY HOUSTON,POP,77,11659477,https://i.scdn.co/image/ab6761610000e5ebcd9f60ab57585bf3b77ecc51,6.0
ALFREDO OLIVAS,BANDA,78,11590469,https://i.scdn.co/image/ab6761610000e5eba8e7bd16561a36f5cc42fafa,2.0
BIG SEAN,0,75,11558896,https://i.scdn.co/image/ab6761610000e5eb3d5b14b45d4c3d10d23b03ff,3.0
HUNGRIA,BRAZILIAN HIP HOP,75,11489978,https://i.scdn.co/image/ab6761610000e5eb7c82ddc68c54bcffb9f7a034,9.0
FALL OUT BOY,EMO,79,11448975,https://i.scdn.co/image/ab6761610000e5eb362011ebe6064c38e97e9aac,Outros
HINDIA,INDONESIAN INDIE,80,11431583,https://i.scdn.co/image/ab6761610000e5eb8022c4a018990cd93a9ddfe0,2.0
DANIEL CAESAR,0,86,11403387,https://i.scdn.co/image/ab6761610000e5ebe4d94f7cbebb17504c25d419,3.0
JULION ALVAREZ Y SU NORTENO BANDA,BANDA,81,11373936,https://i.scdn.co/image/ab6761610000e5ebc8e4ae1dad1347ca2cfa8a30,2.0
DEWA 19,INDONESIAN POP,71,11357082,https://i.scdn.co/image/ab6761610000e5eb96bfa9ff288138f3432e0fa4,2.0
NADIN AMIZAH,INDONESIAN INDIE,75,11303537,https://i.scdn.co/image/ab6761610000e5eb226dcfeea35e2dd268051744,2.0
NF,CHRISTIAN HIP HOP,81,11271908,https://i.scdn.co/image/ab6761610000e5eb8fcc5c49d2116d7251ecbd65,9.0
MC IG,BRAZILIAN FUNK,80,11262370,https://i.scdn.co/image/ab6761610000e5ebd9fee554b5ae9ad3427c0320,12.0
ALOK,BRAZILIAN BASS,77,11247825,https://i.scdn.co/image/ab6761610000e5eb6b07a040a57d013a7e49f908,8.0
ICE CUBE,GANGSTER RAP,73,11148646,https://i.scdn.co/image/ab6761610000e5eb650e79afafd00492e33d7b8c,Outros
MITSKI,0,80,11107800,https://i.scdn.co/image/ab6761610000e5eb4bdb3888818637acb71c4a13,3.0
MITHOON,BOLLYWOOD,76,11100117,https://i.scdn.co/image/ab6761610000e5eb9bd641ceb72d35b63fbb314a,2.0
TRIPPIE REDD,MELODIC RAP,81,11085136,https://i.scdn.co/image/ab6761610000e5ebf2db81b3312a1f167fc54096,Outros
JOSE JOSE,BOLERO,79,11084698,https://i.scdn.co/image/ab6761610000e5eb0c387e6ddb399d55a8e51341,2.0
KISS,GLAM ROCK,73,11082058,https://i.scdn.co/image/ab6761610000e5ebd8205a492a79bfe4b34c567a,Outros
AMIT TRIVEDI,BOLLYWOOD,74,11075859,https://i.scdn.co/image/ab6761610000e5eba37271f7a4862a6e99ce345f,2.0
NATTI NATASHA,REGGAETON,72,11069862,https://i.scdn.co/image/ab6761610000e5eb90f7f9fdc4aace2429df5883,Outros
ELVIS PRESLEY,ROCKABILLY,78,11056504,https://i.scdn.co/image/ab6761610000e5eb9a93e273380982dff84c0d7c,2.0
MC KEVIN,BRAZILIAN FUNK,73,11046042,https://i.scdn.co/image/ab6761610000e5ebc47da47379dcb83b960c0498,12.0
I-DLE,K-POP,70,11023710,https://i.scdn.co/image/ab6761610000e5eb732a090e736faef27779d24e,9.0
LUIS FONSI,LATIN,75,11008004,https://i.scdn.co/image/ab6761610000e5ebc75a7a555898c9a59602b32b,Outros
ZARA LARSSON,POP,80,10987005,https://i.scdn.co/image/ab6761610000e5eb11be9310ef4b23734c13b5c8,6.0
KELLY CLARKSON,CHRISTMAS,77,10978316,https://i.scdn.co/image/ab6761610000e5eb20b8c7d395994dc81a85f291,Outros
PALAK MUCHHAL,BOLLYWOOD,71,10956350,https://i.scdn.co/image/ab6761610000e5eb0608ee2e47f6f470211831b9,2.0
MEGAN THEE STALLION,HIP HOP,77,10949211,https://i.scdn.co/image/ab6761610000e5eb65a9ac943abab7c9935ea282,Outros
LIL YACHTY,0,76,10935568,https://i.scdn.co/image/ab6761610000e5eb86c7c38d4c8c461dba55035c,3.0
DAFT PUNK,FRENCH HOUSE,82,10934130,https://i.scdn.co/image/ab6761610000e5ebd3aa7cc0e419b6c459b08e8e,2.0
JIMIN,K-POP,79,10922374,https://i.scdn.co/image/ab6761610000e5ebcb08296cca5a2d197caabb79,9.0
MARC ANTHONY,SALSA,77,10921193,https://i.scdn.co/image/ab6761610000e5ebf925199b552d3c73c9934002,2.0
MOHAMMED RAFI,GHAZAL,70,10791620,https://i.scdn.co/image/ab6761610000e5eb261c13ddd720afec5c1dfd4e,7.0
JOJI,0,83,10750380,https://i.scdn.co/image/ab6761610000e5eb6e69601c22184c630a2d5e71,3.0
AVENTURA,BACHATA,79,10685885,https://i.scdn.co/image/ab6761610000e5eb4cd0464ef7d8eb8521f72dd8,2.0
MANESKIN,0,77,10671428,https://i.scdn.co/image/ab6761610000e5eb46d0db8a86fda630ec12401f,3.0
JUAN GABRIEL,MARIACHI,80,10636645,https://i.scdn.co/image/ab6761610000e5eb26b71e79bead8d2481411ae6,Outros
BRYSON TILLER,TRAP SOUL,80,10620979,https://i.scdn.co/image/ab6761610000e5ebb0ff28b9d4bed74c66901b2b,2.0
HARRIS JAYARAJ,TAMIL POP,74,10605332,https://i.scdn.co/image/ab6761610000e5eb1263a7722e01be16b21ab944,2.0
LORDE,POP,81,10571786,https://i.scdn.co/image/ab6761610000e5ebaa69380a8d5203257611662d,6.0
CHASE ATLANTIC,0,80,10567952,https://i.scdn.co/image/ab6761610000e5eba4e2d7045cbcca592ba6c7dd,3.0
LA ARROLLADORA BANDA EL LIMON DE RENE CAMACHO,BANDA,82,10486027,https://i.scdn.co/image/ab6761610000e5eb4c5611ded3b8605cd99deab1,2.0
GUNNA,MELODIC RAP,86,10476065,https://i.scdn.co/image/ab6761610000e5eba998bc86f87b9fe7e2466110,Outros
K. S. CHITHRA,MALAYALAM POP,76,10465704,https://i.scdn.co/image/ab6761610000e5eb27852ef557c522e357664824,2.0
JAY-Z,HIP HOP,84,10452683,https://i.scdn.co/image/ab6761610000e5ebc75afcd5a9027f60eaebb5e4,Outros
MON LAFERTE,LATIN ALTERNATIVE,79,10443208,https://i.scdn.co/image/ab6761610000e5ebd4d9941b20bbf2bbe3714acc,Outros
ASHA BHOSLE,GHAZAL,72,10440695,https://i.scdn.co/image/ab6761610000e5eb7c6855a92b408b6f82f3e6d1,2.0
IRON MAIDEN,HEAVY METAL,73,10410489,https://i.scdn.co/image/ab6761610000e5ebf9978ad4808f6f2723124d19,0.0
SELENA GOMEZ & THE SCENE,POP,69,10409599,https://i.scdn.co/image/469b6a74f5ddca9560e9f5137842e3772c8576c0,6.0
CELINE DION,VARIETE FRANCAISE,77,10395736,https://i.scdn.co/image/ab6761610000e5ebc3b380448158e7b6e5863cde,2.0
MY CHEMICAL ROMANCE,EMO,79,10362548,https://i.scdn.co/image/ab6761610000e5eb9c00ad0308287b38b8fdabc2,Outros
K. J. YESUDAS,MALAYALAM POP,74,10322218,https://i.scdn.co/image/ab6761610000e5ebdd746a334ae236bb7a95c1d5,2.0
NE-YO,POP,82,10291905,https://i.scdn.co/image/ab6761610000e5ebca118e3822061f7b7f6bc537,6.0
5 SECONDS OF SUMMER,ROCK,79,10256384,https://i.scdn.co/image/ab6761610000e5eb87cde49a53cfbdbecf68fe02,14.0
THAMAN S,TOLLYWOOD,75,10251063,https://i.scdn.co/image/ab6761610000e5eb1edc6d40afbea5426d0cfe0f,2.0
LIL TJAY,BROOKLYN DRILL,76,10250300,https://i.scdn.co/image/ab6761610000e5eb61a229ac35bdd68d42bffe32,2.0
PARTYNEXTDOOR,DARK R&B,84,10246911,https://i.scdn.co/image/ab6761610000e5eb957320981e31e862bc2fb844,2.0
LIL TECCA,MELODIC RAP,80,10241357,https://i.scdn.co/image/ab6761610000e5eb5433d9d8519ad0635d8bd869,Outros
NIALL HORAN,0,71,10238104,https://i.scdn.co/image/ab6761610000e5ebeccc1cde8e9fdcf1c9289897,3.0
LIAM PAYNE,POP,63,10235345,https://i.scdn.co/image/ab6761610000e5eb4b2a3fffa1076ea1c920dcb2,6.0
EXO,K-POP,68,10231334,https://i.scdn.co/image/ab6761610000e5ebaf3c4b988a6fef40843cdc83,9.0
SHUBH,PUNJABI HIP HOP,76,10215260,https://i.scdn.co/image/ab6761610000e5eb4490e20daec093c04ede38c6,2.0
SANTA FE KLAN,MEXICAN HIP HOP,74,10139919,https://i.scdn.co/image/ab6761610000e5ebf70d400817421baff34f54f6,2.0
SODA STEREO,ROCK EN ESPANOL,75,10123761,https://i.scdn.co/image/ab6761610000e5ebe17b9f28e68b545e075ba35f,2.0
NLE CHOPPA,0,75,10082054,https://i.scdn.co/image/ab6761610000e5ebe2c985e8509fc8788a5a5208,3.0
LUAN SANTANA,SERTANEJO,77,10076389,https://i.scdn.co/image/ab6761610000e5ebfde13b4ff04ee1c0f33c6878,10.0
PNL,FRENCH RAP,74,10061032,https://i.scdn.co/image/ab6761610000e5eb51767bb5e3e3add66699344b,2.0
RELS B,URBANO LATINO,82,10050207,https://i.scdn.co/image/ab6761610000e5ebbf0eba7a7a19be9e0a5b2315,2.0
NICK JONAS,POP,64,9973856,https://i.scdn.co/image/ab6761610000e5eb780447f701c671015c2109a0,6.0
PEARL JAM,GRUNGE,76,9967020,https://i.scdn.co/image/ab6761610000e5ebe431fb8ba17cdee73e4ce08a,Outros
LUNAY,REGGAETON,69,9905344,https://i.scdn.co/image/ab6761610000e5eb45d443b065a66c92d166f598,Outros
TRUENO,ARGENTINE TRAP,76,9902417,https://i.scdn.co/image/ab6761610000e5eb224062e2aca51b1c9f2b43ab,2.0
JESSE & JOY,LATIN POP,77,9895587,https://i.scdn.co/image/ab6761610000e5eb16c5bbc9a44625f04a4c8796,6.0
AESPA,K-POP,77,9877137,https://i.scdn.co/image/ab6761610000e5eb18d4cb767d2dfe5f4b28ba07,9.0
BEBE REXHA,POP,77,9869344,https://i.scdn.co/image/ab6761610000e5ebead1540fa76796266fadba33,6.0
NUSRAT FATEH ALI KHAN,QAWWALI,69,9860802,https://i.scdn.co/image/ab6761610000e5eb46444c5c2069fe5470bec996,7.0
PARAMORE,POP PUNK,80,9854500,https://i.scdn.co/image/ab6761610000e5ebb10c34546a4ca2d7faeb8865,Outros
BLACK SABBATH,METAL,75,9850292,https://i.scdn.co/image/ab6761610000e5eb4870cd833ebe1092601820c3,Outros
WISIN,REGGAETON,76,9831138,https://i.scdn.co/image/ab6761610000e5eb5b0446d66cb8dff19ea33ff5,Outros
SHERINE,EGYPTIAN POP,67,9827077,https://i.scdn.co/image/ab6761610000e5eb1fa228ebdfdbd596bfa1bd77,7.0
MC CABELINHO,BRAZILIAN TRAP,74,9814637,https://i.scdn.co/image/ab6761610000e5eb8e40dc37ec4f2637e69325a1,8.0
KORN,NU METAL,77,9792664,https://i.scdn.co/image/ab6761610000e5eb29af2ffb6f4ddd6324f878bc,4.0
CENTRAL CEE,UK DRILL,80,9790634,https://i.scdn.co/image/ab6761610000e5ebf6469f2cbf0a7e78744a3173,2.0
JIN,K-POP,80,9782761,https://i.scdn.co/image/ab6761610000e5eb88d8bdd33e8395f94af933b7,9.0
AMY WINEHOUSE,BLUES,77,9776548,https://i.scdn.co/image/ab6761610000e5eb2ceb023b10da17590878e88c,Outros
REIK,LATIN POP,77,9769851,https://i.scdn.co/image/ab6761610000e5eb7b201ade1f4494891f686e33,6.0
VISHAL MISHRA,BOLLYWOOD,77,9764729,https://i.scdn.co/image/ab6761610000e5eb721c7a1c506345dda87369b4,2.0
ROD WAVE,0,78,9740110,https://i.scdn.co/image/ab6761610000e5eb8674f92cf33931fa4cd298c2,3.0
RACIONAIS MC'S,BRAZILIAN HIP HOP,71,9679940,https://i.scdn.co/image/ab6761610000e5ebc5e924dc29f1dbe7eda0bba8,9.0
TIARA ANDINI,INDONESIAN POP,69,9675366,https://i.scdn.co/image/ab6761610000e5eb12d698404d2d020c4212df6b,7.0
JHENE AIKO,R&B,77,9666363,https://i.scdn.co/image/ab6761610000e5ebebd0610816b0a89f40cdb4c2,2.0
TAME IMPALA,NEO-PSYCHEDELIC,86,9661041,https://i.scdn.co/image/ab6761610000e5ebe412a782245eb20d9626c601,2.0
PISO 21,REGGAETON,74,9660987,https://i.scdn.co/image/ab6761610000e5eb9b3298d4e296defddfe37503,Outros
BLACK EYED PEAS,EDM,82,9641243,https://i.scdn.co/image/ab6761610000e5ebb3037310c07b99cbefbd2c6d,Outros
LA SANTA GRIFA,MEXICAN HIP HOP,77,9639059,https://i.scdn.co/image/ab6761610000e5eb6fb848e6126054ad4f4dbb70,2.0
WIZKID,AFROBEATS,81,9638474,https://i.scdn.co/image/ab6761610000e5ebe6ef803356b45ee5a9fa7a8a,2.0
KAILASH KHER,SUFI,70,9636882,https://i.scdn.co/image/ab6761610000e5ebc6d179e514b5cfe685f19a2e,7.0
RED VELVET,K-POP,68,9625975,https://i.scdn.co/image/ab6761610000e5eb02a562ea6b1dc718394010ac,9.0
LIL DURK,CHICAGO DRILL,80,9603151,https://i.scdn.co/image/ab6761610000e5eb09791422702c3fa9780468d4,2.0
HA*ASH,LATIN POP,75,9580544,https://i.scdn.co/image/ab6761610000e5eb65dfd5444ab66e12975674dd,6.0
YOASOBI,J-POP,73,9578766,https://i.scdn.co/image/ab6761610000e5eb507349709ae19263301a62f7,Outros
ANA CASTELA,SERTANEJO,80,9573728,https://i.scdn.co/image/ab6761610000e5ebf7a3bca3b0ed526f735ba4cd,10.0
KALI UCHIS,0,84,9556269,https://i.scdn.co/image/ab6761610000e5eb6a5bff9f9278d4eea13bb67e,3.0
JHAYCO,REGGAETON,80,9477204,https://i.scdn.co/image/ab6761610000e5eb21907ce45d02176645072c22,Outros
TATE MCRAE,0,90,9476548,https://i.scdn.co/image/ab6761610000e5ebbed8016bd64422793ff3bc75,3.0
TROYE SIVAN,HI,74,9460151,https://i.scdn.co/image/ab6761610000e5eb26e8cb3ff6fc7744b312811b,2.0
IU,K-POP,67,9449084,https://i.scdn.co/image/ab6761610000e5eb789f38042e5ef8911fc3826b,9.0
LUKE BRYAN,COUNTRY,75,9428002,https://i.scdn.co/image/ab6761610000e5eb3054c68decf0969f35305ed2,2.0
BEE GEES,DISCO,77,9405356,https://i.scdn.co/image/1d5a05673975ba0c378cd280344e000b0b865620,Outros
KING,DESI HIP HOP,64,9379508,https://i.scdn.co/image/ab6761610000e5eb3de5e76cc83756f612242378,Outros
HARRDY SANDHU,PUNJABI POP,65,9377778,https://i.scdn.co/image/ab6761610000e5ebd6f8eea11ffe8c3a701a0e7a,7.0
CNCO,REGGAETON,66,9361868,https://i.scdn.co/image/ab6761610000e5ebe61627c00d64dcb4de8001d2,Outros
DJ SNAKE,EDM,79,9356377,https://i.scdn.co/image/ab6761610000e5eb7e57e2ed9b787ba5773b7cb9,Outros
FILIPE RET,BRAZILIAN HIP HOP,78,9339041,https://i.scdn.co/image/ab6761610000e5eb0eb25db573261498b72fb6f3,9.0
BLINK-182,POP PUNK,77,9330303,https://i.scdn.co/image/ab6761610000e5eb5da36f8b98dd965336a1507a,Outros
LUIS R CONRIQUEZ,CORRIDO,82,9325223,https://i.scdn.co/image/ab6761610000e5ebbc87bbebf0dd38589b3f7576,2.0
CHAYANNE,LATIN POP,74,9310855,https://i.scdn.co/image/ab6761610000e5ebcfa5421bfe01fa7eea6308fe,6.0
CHRISTINA AGUILERA,POP,78,9289742,https://i.scdn.co/image/ab6761610000e5eb1fb7a2d94b56df1f8a61d779,6.0
SHAAN,BOLLYWOOD,70,9271134,https://i.scdn.co/image/ab6761610000e5eb2573d940f1062a6646891e50,7.0
TINI,LATIN POP,78,9259566,https://i.scdn.co/image/ab6761610000e5eb43f8f52ac55da2d54fc8fdca,6.0
DAVIDO,AFROBEATS,75,9251244,https://i.scdn.co/image/ab6761610000e5eb057fdb13352beee124b79051,2.0
CHARLIE BROWN JR.,BRAZILIAN ROCK,75,9216125,https://i.scdn.co/image/ab6761610000e5eb67bc48f32d1cc16497865361,9.0
ELADIO CARRION,TRAP LATINO,80,9211761,https://i.scdn.co/image/ab6761610000e5eb78a3800c3ef6e6e5f5cfc9a2,2.0
KESHA,POP,79,9209198,https://i.scdn.co/image/ab6761610000e5eb1c43cbfb50d7ac393df96ae5,6.0
HOZIER,POP,83,9151013,https://i.scdn.co/image/ab6761610000e5ebad85a585103dfc2f3439119a,6.0
MILO J,ARGENTINE TRAP,83,9127014,https://i.scdn.co/image/ab6761610000e5eb33c342a253daee2d1c9d5931,2.0
WISIN & YANDEL,REGGAETON,81,9113089,https://i.scdn.co/image/ab6761610000e5ebb5496c4b788e181679069ee8,Outros
CHRIS STAPLETON,COUNTRY,82,9087450,https://i.scdn.co/image/ab6761610000e5eba0c87c8f329b436eac8b9784,2.0
A BOOGIE WIT DA HOODIE,MELODIC RAP,79,9016818,https://i.scdn.co/image/ab6761610000e5ebebe9d9f649d6ef85497f71af,Outros
$UICIDEBOY$,EMO RAP,84,9011858,https://i.scdn.co/image/ab6761610000e5ebc4817922f21a5f2a36e12bf2,2.0
BLESSD,REGGAETON,84,9006376,https://i.scdn.co/image/ab6761610000e5eb021a4821c335d92d21b5f66c,Outros
FLO RIDA,HIP HOP,80,9003583,https://i.scdn.co/image/ab6761610000e5eb655ca8f3196953554b479452,Outros
KEVIN KAARL,LATIN FOLK,74,9000891,https://i.scdn.co/image/ab6761610000e5eb0d2dc2b31af50e7578c32573,6.0
GABRIELA ROCHA,GOSPEL,70,8940667,https://i.scdn.co/image/ab6761610000e5eba72b3401773d58c9b7571cbd,7.0
ITZY,K-POP,69,8936320,https://i.scdn.co/image/ab6761610000e5eb81c00b4e062603d8159b1ad8,9.0
NORIEL,TRAP LATINO,78,8922314,https://i.scdn.co/image/ab6761610000e5eb76986713496efc3717ce32ee,2.0
ROSALIA,LATIN,88,8920542,https://i.scdn.co/image/ab6761610000e5eb9354faf80eb87961466edfbf,Outros
AP DHILLON,PUNJABI HIP HOP,76,8920122,https://i.scdn.co/image/ab6761610000e5ebfb505b37709fa86cfd8f55b3,2.0
DIRE STRAITS,CLASSIC ROCK,78,8907001,https://i.scdn.co/image/ab6761610000e5eb4bdaa8c5e65b64f50549c393,2.0
REMA,AFROBEATS,77,8895301,https://i.scdn.co/image/ab6761610000e5ebcd9d661b6955241f33ef8a0a,2.0
THE DOORS,PSYCHEDELIC ROCK,72,8889057,https://i.scdn.co/image/ab6761610000e5eb440959e022afc20e819050bd,2.0
YANDEL,REGGAETON,77,8882380,https://i.scdn.co/image/ab6761610000e5ebd9b43435c8221a8fe178f65c,Outros
NIKI,INDONESIAN R&B,77,8862888,https://i.scdn.co/image/ab6761610000e5eb0654e511623cba4e0e9e2f0c,2.0
HAILEE STEINFELD,0,67,8861120,https://i.scdn.co/image/ab6761610000e5eba961383967f3a3a54e794a15,3.0
MADONNA,POP,80,8841752,https://i.scdn.co/image/ab6761610000e5eb6ccc1215f5b205aa6b34b48b,6.0
THE SCRIPT,ROCK,76,8838471,https://i.scdn.co/image/ab6761610000e5eb4a0b21cd87d8a8752fd32e94,14.0
NICKI NICOLE,ARGENTINE TRAP,74,8827802,https://i.scdn.co/image/ab6761610000e5ebb4cd562b2dfbfb953c45e881,2.0
GIRL IN RED,BEDROOM POP,74,8826309,https://i.scdn.co/image/ab6761610000e5eb1b15c2ad299fdcf864a09742,Outros
LOS ANGELES AZULES,CUMBIA,76,8767511,https://i.scdn.co/image/ab6761610000e5eb8d751eb2c4670d689d23734e,2.0
KEHLANI,0,80,8739361,https://i.scdn.co/image/ab6761610000e5eb57082fd22d755e80a648fac3,3.0
H.E.R.,R&B,74,8728247,https://i.scdn.co/image/ab6761610000e5eb417db49cde3ed1c5a65e3514,2.0
