ano,Categoria_Local,Tipo_Espaco,generos,popularidade,seguidores,lotacao,preco_medio,dia_semana,tipo_dia,mes,distancia_dias_anterior,genero_cluster
2024,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN HIP HOP,61.0,1274774.0,2500.0,140.0,SABADO,FIM DE SEMANA,OUTUBRO,249.0,9.0
2025,MEDIAS CASAS,CASA DE SHOWS,SERTANEJO,63.0,5545613.0,8500.0,370.0,SABADO,FIM DE SEMANA,JUNHO,110.83333333333333,10.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,PISEIRO,69.0,4006841.0,45000.0,767.5,SABADO,FIM DE SEMANA,AGOSTO,-91.0,7.0
2023,MEDIAS CASAS,CENTRO DE EVENTOS,PISEIRO,69.0,4006841.0,10000.0,410.0,DOMINGO,FIM DE SEMANA,FEVEREIRO,-476.0,7.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,PISEIRO,69.0,4006841.0,20000.0,2093.333333333333,DOMINGO,FIM DE SEMANA,ABRIL,23.333333333333332,7.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,PISEIRO,69.0,4006841.0,90000.0,258.0,SABADO,FIM DE SEMANA,AGOSTO,22.2,7.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,64.0,1514533.0,6000.0,215.4,SABADO,FIM DE SEMANA,ABRIL,-103.6,11.0
2024,MEDIAS CASAS,CASA DE SHOWS,MPB,64.0,1514533.0,3200.0,796.0,SABADO,FIM DE SEMANA,MARÇO,-119.2,11.0
2024,MEDIAS CASAS,CASA DE SHOWS,MPB,64.0,1514533.0,3200.0,796.0,DOMINGO,FIM DE SEMANA,MARÇO,0.2,11.0
2025,MEDIAS CASAS,CASA DE SHOWS,MPB,64.0,1514533.0,3900.0,780.0,SABADO,FIM DE SEMANA,OUTUBRO,181.0,11.0
2025,MEDIAS CASAS,CASA DE SHOWS,MPB,64.0,1514533.0,3900.0,780.0,DOMINGO,FIM DE SEMANA,OUTUBRO,0.14285714285714285,11.0
2025,MEDIAS CASAS,CASA DE SHOWS,MPB,64.0,1514533.0,3900.0,780.0,SABADO,FIM DE SEMANA,OUTUBRO,0.8571428571428571,11.0
2025,MEDIAS CASAS,CASA DE SHOWS,MPB,64.0,1514533.0,3900.0,780.0,DOMINGO,FIM DE SEMANA,OUTUBRO,0.14285714285714285,11.0
2025,MEDIAS CASAS,CASA DE SHOWS,MPB,64.0,1514533.0,3900.0,780.0,DOMINGO,FIM DE SEMANA,OUTUBRO,1.0,11.0
2025,MEDIAS CASAS,CASA DE SHOWS,MPB,64.0,1514533.0,3500.0,780.0,SABADO,FIM DE SEMANA,OUTUBRO,0.8571428571428571,11.0
2025,MEDIAS CASAS,CASA DE SHOWS,MPB,64.0,1514533.0,3600.0,780.0,DOMINGO,FIM DE SEMANA,OUTUBRO,0.14285714285714285,11.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,CHRISTMAS,82.0,12027182.0,50126.0,502.5,SEXTA-FEIRA,DIA UTIL,SETEMBRO,-89.5,Outros
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,69.0,643993.0,3200.0,180.0,SABADO,FIM DE SEMANA,AGOSTO,45.0,1.0
2023,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,69.0,643993.0,3200.0,240.0,SEXTA-FEIRA,DIA UTIL,MAIO,136.0,1.0
2023,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN POP,69.0,643993.0,20000.0,100.0,SABADO,FIM DE SEMANA,JUNHO,-818.0,1.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,BRAZILIAN POP,69.0,643993.0,50000.0,1495.0,DOMINGO,FIM DE SEMANA,DEZEMBRO,42.0,1.0
2024,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,69.0,643993.0,3200.0,235.0,QUINTA-FEIRA,DIA UTIL,NOVEMBRO,279.5,1.0
2025,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,69.0,643993.0,7913.85,987.5,SABADO,FIM DE SEMANA,ABRIL,171.5,1.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,68.0,2692452.0,3000.0,423.3333333333333,SEXTA-FEIRA,DIA UTIL,FEVEREIRO,-119.25,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,68.0,2692452.0,3000.0,423.3333333333333,SABADO,FIM DE SEMANA,FEVEREIRO,0.25,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,68.0,2692452.0,3000.0,423.3333333333333,SEXTA-FEIRA,DIA UTIL,FEVEREIRO,1.5,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,68.0,2692452.0,8000.0,423.3333333333333,SABADO,FIM DE SEMANA,FEVEREIRO,0.25,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,68.0,2692452.0,8000.0,350.0,QUINTA-FEIRA,DIA UTIL,JULHO,-99.8,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,68.0,2692452.0,7700.0,350.0,SEXTA-FEIRA,DIA UTIL,JULHO,0.2,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,68.0,2692452.0,8000.0,350.0,SABADO,FIM DE SEMANA,JULHO,0.2,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,68.0,2692452.0,8000.0,350.0,QUINTA-FEIRA,DIA UTIL,JULHO,1.0,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,68.0,2692452.0,8000.0,350.0,SEXTA-FEIRA,DIA UTIL,JULHO,0.2,11.0
2023,MEDIAS CASAS,CASA DE SHOWS,MPB,68.0,2692452.0,7500.0,340.0,SEXTA-FEIRA,DIA UTIL,JULHO,70.0,11.0
2023,MEDIAS CASAS,CASA DE SHOWS,MPB,68.0,2692452.0,7700.0,340.0,SABADO,FIM DE SEMANA,JULHO,0.2,11.0
2023,MEDIAS CASAS,CASA DE SHOWS,MPB,68.0,2692452.0,7400.0,340.0,SEXTA-FEIRA,DIA UTIL,JULHO,1.2,11.0
2023,MEDIAS CASAS,CASA DE SHOWS,MPB,68.0,2692452.0,7500.0,340.0,SABADO,FIM DE SEMANA,JULHO,0.2,11.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,MPB,68.0,2692452.0,50000.0,1495.0,SABADO,FIM DE SEMANA,DEZEMBRO,219.33333333333334,11.0
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,POP,86.0,45957983.0,46881.0,815.0,TERCA-FEIRA,DIA UTIL,ABRIL,-520.0,6.0
2025,MEDIAS CASAS,CASA DE SHOWS,TRIP HOP,70.0,2685718.0,8000.0,987.5,QUINTA-FEIRA,DIA UTIL,NOVEMBRO,249.75,Outros
2022,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,BRAZILIAN TRAP,77.0,14020260.0,6500.0,1700.0,TERCA-FEIRA,DIA UTIL,JULHO,-221.0,8.0
2023,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN TRAP,77.0,14020260.0,40000.0,250.0,SABADO,FIM DE SEMANA,MAIO,142.0,8.0
2024,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN TRAP,77.0,14020260.0,20000.0,300.0,DOMINGO,FIM DE SEMANA,MAIO,-160.0,8.0
2024,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN TRAP,77.0,14020260.0,10000.0,300.0,SABADO,FIM DE SEMANA,OUTUBRO,-105.0,8.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN TRAP,77.0,14020260.0,25000.0,395.0,SABADO,FIM DE SEMANA,JUNHO,-37.0,8.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN TRAP,77.0,14020260.0,25000.0,300.0,SEXTA-FEIRA,DIA UTIL,AGOSTO,11.333333333333334,8.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN TRAP,77.0,14020260.0,0.0,110.0,DOMINGO,FIM DE SEMANA,NOVEMBRO,932.0,8.0
2023,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN TRAP,74.0,9814637.0,40000.0,250.0,SABADO,FIM DE SEMANA,MAIO,-427.0,8.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN FUNK,67.0,2328258.0,21188.0,464.0,DOMINGO,FIM DE SEMANA,JUNHO,12.833333333333334,12.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN FUNK,70.0,4061085.0,21188.0,464.0,DOMINGO,FIM DE SEMANA,JUNHO,89.0,12.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN FUNK,74.0,5289959.0,7800.0,386.0,SEXTA-FEIRA,DIA UTIL,DEZEMBRO,-89.0,12.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN FUNK,74.0,5289959.0,21188.0,464.0,DOMINGO,FIM DE SEMANA,JUNHO,45.666666666666664,12.0
2022,GRANDES CASAS,ESTADIO MULTIUSO,BRAZILIAN FUNK,73.0,7851275.0,10000.0,420.0,SABADO,FIM DE SEMANA,AGOSTO,-163.0,12.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN FUNK,73.0,7851275.0,7800.0,386.0,SEXTA-FEIRA,DIA UTIL,DEZEMBRO,23.6,12.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN FUNK,73.0,7851275.0,21188.0,464.0,DOMINGO,FIM DE SEMANA,JUNHO,-90.8,12.0
2025,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN FUNK,73.0,7851275.0,8500.0,157.5,DOMINGO,FIM DE SEMANA,NOVEMBRO,266.5,12.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN FUNK,72.0,8045501.0,7800.0,386.0,SEXTA-FEIRA,DIA UTIL,DEZEMBRO,-199.0,12.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN FUNK,72.0,8045501.0,25000.0,162.15,SEXTA-FEIRA,DIA UTIL,OUTUBRO,1029.0,12.0
2025,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN FUNK,72.0,8045501.0,8500.0,157.5,DOMINGO,FIM DE SEMANA,NOVEMBRO,9.25,12.0
2024,MEDIAS CASAS,CASA DE SHOWS,THRASH METAL,71.0,6191824.0,8000.0,672.5,QUINTA-FEIRA,DIA UTIL,ABRIL,249.75,9.0
2024,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,0,68.0,1588141.0,0.0,625.0,QUARTA-FEIRA,DIA UTIL,FEVEREIRO,41.75,3.0
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,METAL,83.0,32388906.0,55000.0,452.5,TERCA-FEIRA,DIA UTIL,MAIO,249.75,Outros
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,0,79.0,5659321.0,0.0,1763.3333333333333,QUINTA-FEIRA,DIA UTIL,MARÇO,-367.0,3.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,0,79.0,5659321.0,35000.0,896.0,SABADO,FIM DE SEMANA,NOVEMBRO,117.8,3.0
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,CHRISTMAS,79.0,6917873.0,31000.0,468.0,SABADO,FIM DE SEMANA,NOVEMBRO,-137.0,Outros
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,CHRISTMAS,79.0,6917873.0,20429.0,468.0,DOMINGO,FIM DE SEMANA,NOVEMBRO,0.2,Outros
2024,MEDIAS CASAS,CASA DE SHOWS,0,71.0,2078344.0,3000.0,190.0,DOMINGO,FIM DE SEMANA,MAIO,785.0,3.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,63.0,1159054.0,8000.0,420.0,SEXTA-FEIRA,DIA UTIL,AGOSTO,-4.4,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,63.0,1159054.0,8000.0,420.0,SABADO,FIM DE SEMANA,AGOSTO,0.2,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,63.0,1159054.0,8000.0,420.0,QUINTA-FEIRA,DIA UTIL,SETEMBRO,1.0,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,63.0,1159054.0,8000.0,420.0,SEXTA-FEIRA,DIA UTIL,SETEMBRO,0.2,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,63.0,1159054.0,8000.0,420.0,SABADO,FIM DE SEMANA,SETEMBRO,4.4,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,63.0,1159054.0,8000.0,420.0,DOMINGO,FIM DE SEMANA,SETEMBRO,0.2,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,63.0,1159054.0,8000.0,420.0,TERCA-FEIRA,DIA UTIL,NOVEMBRO,7.4,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,63.0,1159054.0,8000.0,420.0,QUINTA-FEIRA,DIA UTIL,NOVEMBRO,0.4,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,MPB,63.0,1159054.0,8000.0,420.0,SEXTA-FEIRA,DIA UTIL,NOVEMBRO,0.2,11.0
2022,MEDIAS CASAS,CASA DE SHOWS,POST-PUNK,62.0,1594401.0,2800.0,290.0,SEGUNDA-FEIRA,DIA UTIL,ABRIL,499.5,Outros
2025,MEDIAS CASAS,CASA DE SHOWS,POST-PUNK,62.0,1594401.0,3900.0,400.0,SABADO,FIM DE SEMANA,NOVEMBRO,262.8,Outros
2025,MEDIAS CASAS,CASA DE SHOWS,LATIN ALTERNATIVE,79.0,10443208.0,3800.0,305.0,TERCA-FEIRA,DIA UTIL,MARÇO,499.5,Outros
2024,MEDIAS CASAS,CASA DE SHOWS,0,70.0,4505909.0,3900.0,486.0,QUARTA-FEIRA,DIA UTIL,OUTUBRO,115.8,3.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,METALCORE,70.0,2018501.0,46572.0,480.0,SABADO,FIM DE SEMANA,NOVEMBRO,10.25,0.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,GLAM METAL,71.0,5993471.0,30000.0,1538.571428571429,TERCA-FEIRA,DIA UTIL,MARÇO,142.71428571428572,Outros
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN TRAP,62.0,162184.0,10000.0,386.0,SABADO,FIM DE SEMANA,DEZEMBRO,-71.6,8.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,BRAZILIAN TRAP,62.0,162184.0,50000.0,1495.0,DOMINGO,FIM DE SEMANA,DEZEMBRO,-55.5,8.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,NU METAL,60.0,2136355.0,60000.0,1790.0,SABADO,FIM DE SEMANA,OUTUBRO,-34.6,4.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,MPB,65.0,3127808.0,2000.0,495.0,SABADO,FIM DE SEMANA,MAIO,-186.66666666666666,11.0
2022,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,MPB,65.0,3127808.0,6500.0,336.0,SEXTA-FEIRA,DIA UTIL,JUNHO,-171.0,11.0
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,MPB,65.0,3127808.0,10000.0,820.0,DOMINGO,FIM DE SEMANA,OUTUBRO,59.333333333333336,11.0
2024,MEDIAS CASAS,CASA DE SHOWS,MPB,65.0,3127808.0,8000.0,290.0,SABADO,FIM DE SEMANA,OUTUBRO,242.33333333333334,11.0
2025,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,MPB,65.0,3127808.0,7000.0,315.0,SEXTA-FEIRA,DIA UTIL,JUNHO,274.75,11.0
2025,MEDIAS CASAS,CASA DE SHOWS,MPB,65.0,3127808.0,9000.0,270.0,SABADO,FIM DE SEMANA,JUNHO,7.5,11.0
2025,MEDIAS CASAS,CASA DE SHOWS,MPB,65.0,3127808.0,8800.0,270.0,SEXTA-FEIRA,DIA UTIL,OUTUBRO,62.5,11.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,REGGAE,69.0,3611661.0,50000.0,266.6666666666667,SABADO,FIM DE SEMANA,AGOSTO,249.75,0.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,REGGAE,69.0,3611661.0,50000.0,266.6666666666667,DOMINGO,FIM DE SEMANA,AGOSTO,0.25,0.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,REGGAE,69.0,3611661.0,50000.0,266.6666666666667,SEXTA-FEIRA,DIA UTIL,AGOSTO,1.25,0.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,REGGAE,69.0,3611661.0,50000.0,266.6666666666667,SABADO,FIM DE SEMANA,AGOSTO,0.25,0.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,REGGAE,69.0,3611661.0,0.0,477.5,SEXTA-FEIRA,DIA UTIL,JULHO,64.2,0.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,REGGAE,69.0,3611661.0,50000.0,477.5,SABADO,FIM DE SEMANA,JULHO,0.2,0.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,PISEIRO,74.0,3808307.0,2200.0,120.0,SABADO,FIM DE SEMANA,MAIO,-45.5,7.0
2023,MEDIAS CASAS,CENTRO DE EVENTOS,PISEIRO,74.0,3808307.0,7000.0,1670.0,SABADO,FIM DE SEMANA,FEVEREIRO,273.0,7.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,PISEIRO,74.0,3808307.0,20000.0,2093.333333333333,DOMINGO,FIM DE SEMANA,ABRIL,23.666666666666668,7.0
2024,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,PISEIRO,74.0,3808307.0,24000.0,1003.5,SABADO,FIM DE SEMANA,AGOSTO,79.16666666666667,7.0
2023,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,K-POP,64.0,7710444.0,7000.0,612.0,QUARTA-FEIRA,DIA UTIL,JANEIRO,-33.4,9.0
2023,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,K-POP,64.0,7710444.0,7000.0,612.0,QUINTA-FEIRA,DIA UTIL,JANEIRO,0.2,9.0
2023,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,K-POP,64.0,7710444.0,7000.0,612.0,SEXTA-FEIRA,DIA UTIL,JANEIRO,0.2,9.0
2023,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,K-POP,73.0,8260193.0,6600.0,636.0,TERCA-FEIRA,DIA UTIL,JULHO,-85.2,9.0
2024,MEDIAS CASAS,CASA DE SHOWS,K-POP,73.0,8260193.0,8000.0,1051.5,SEGUNDA-FEIRA,DIA UTIL,SETEMBRO,89.25,9.0
2024,MEDIAS CASAS,CASA DE SHOWS,POP,82.0,10291905.0,7808.0,830.0,QUINTA-FEIRA,DIA UTIL,SETEMBRO,94.5,6.0
2025,MEDIAS CASAS,CASA DE SHOWS,POP PUNK,64.0,1773711.0,4000.0,515.0,SEXTA-FEIRA,DIA UTIL,AGOSTO,-0.2,Outros
2022,MEDIAS CASAS,CASA DE SHOWS,SYMPHONIC METAL,65.0,2434977.0,8000.0,332.5,SEXTA-FEIRA,DIA UTIL,OUTUBRO,249.75,Outros
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRITPOP,82.0,12521360.0,66000.0,920.0,SABADO,FIM DE SEMANA,NOVEMBRO,333.0,Outros
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRITPOP,82.0,12521360.0,66000.0,920.0,DOMINGO,FIM DE SEMANA,NOVEMBRO,0.3333333333333333,Outros
2025,MEDIAS CASAS,CASA DE SHOWS,SURF ROCK,64.0,664596.0,3200.0,160.0,QUINTA-FEIRA,DIA UTIL,OUTUBRO,1009.0,Outros
2025,MEDIAS CASAS,CASA DE SHOWS,J-ROCK,71.0,5934326.0,7002.0,390.0,DOMINGO,FIM DE SEMANA,ABRIL,499.5,Outros
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,BRAZILIAN TRAP,76.0,8648149.0,42000.0,440.0,DOMINGO,FIM DE SEMANA,JUNHO,-440.0,8.0
2023,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN TRAP,76.0,8648149.0,40000.0,250.0,SABADO,FIM DE SEMANA,MAIO,160.5,8.0
2022,MEDIAS CASAS,CASA DE SHOWS,PISEIRO,66.0,6810254.0,4700.0,200.0,SEXTA-FEIRA,DIA UTIL,FEVEREIRO,-450.0,7.0
2025,MEDIAS CASAS,CASA DE SHOWS,NOVA MPB,60.0,172543.0,3200.0,175.0,QUINTA-FEIRA,FERIADO NACIONAL,NOVEMBRO,550.0,9.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN ROCK,65.0,2606012.0,3500.0,200.0,SABADO,FIM DE SEMANA,MARÇO,-910.0,9.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN ROCK,65.0,2606012.0,8000.0,280.0,DOMINGO,FIM DE SEMANA,MARÇO,-580.5,9.0
2022,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,BRAZILIAN ROCK,65.0,2606012.0,5000.0,200.0,SABADO,FIM DE SEMANA,NOVEMBRO,-1070.0,9.0
2023,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,BRAZILIAN ROCK,65.0,2606012.0,7000.0,280.0,SEXTA-FEIRA,DIA UTIL,NOVEMBRO,363.0,9.0
2024,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN ROCK,65.0,2606012.0,8000.0,247.5,SABADO,FIM DE SEMANA,ABRIL,378.0,9.0
2024,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN ROCK,65.0,2606012.0,15000.0,320.0,SABADO,FIM DE SEMANA,SETEMBRO,895.0,9.0
2025,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN ROCK,65.0,2606012.0,44516.0,266.25,SABADO,FIM DE SEMANA,MAIO,199.25,9.0
2025,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN ROCK,65.0,2606012.0,7500.0,395.0,SEXTA-FEIRA,DIA UTIL,OUTUBRO,283.0,9.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,NU METAL,62.0,2096675.0,60000.0,1790.0,DOMINGO,FIM DE SEMANA,OUTUBRO,0.2,4.0
2023,MEDIAS CASAS,CASA DE SHOWS,K-POP,66.0,1810558.0,4000.0,437.1428571428572,SEXTA-FEIRA,DIA UTIL,JULHO,-91.85714285714286,9.0
2025,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,K-POP,66.0,1810558.0,7000.0,1045.0,SEXTA-FEIRA,DIA UTIL,OUTUBRO,137.66666666666666,9.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,67.0,4399492.0,3200.0,196.66666666666663,SEXTA-FEIRA,DIA UTIL,FEVEREIRO,-94.0,1.0
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,BRAZILIAN POP,67.0,4399492.0,0.0,1763.3333333333333,QUINTA-FEIRA,DIA UTIL,MARÇO,-310.6666666666667,1.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN POP,67.0,4399492.0,20000.0,386.0,SEXTA-FEIRA,DIA UTIL,JUNHO,-90.0,1.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,BRAZILIAN POP,67.0,4399492.0,50000.0,200.0,SABADO,FIM DE SEMANA,JUNHO,358.0,1.0
2023,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,BRAZILIAN POP,67.0,4399492.0,5600.0,50.0,SEXTA-FEIRA,DIA UTIL,NOVEMBRO,153.0,1.0
2024,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,BRAZILIAN POP,67.0,4399492.0,0.0,105.0,SEXTA-FEIRA,DIA UTIL,JANEIRO,70.0,1.0
2024,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN POP,67.0,4399492.0,2900.0,160.0,SEXTA-FEIRA,DIA UTIL,OUTUBRO,959.0,1.0
2024,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,BRAZILIAN POP,67.0,4399492.0,6500.0,105.0,SEXTA-FEIRA,DIA UTIL,NOVEMBRO,287.0,1.0
2025,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,BRAZILIAN POP,67.0,4399492.0,7000.0,105.0,SABADO,FIM DE SEMANA,OUTUBRO,358.0,1.0
2022,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,GROOVE METAL,72.0,6322562.0,7000.0,485.0,QUINTA-FEIRA,DIA UTIL,DEZEMBRO,-0.75,Outros
2022,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,GROOVE METAL,72.0,6322562.0,45000.0,900.0,DOMINGO,FIM DE SEMANA,DEZEMBRO,999.0,Outros
2022,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN HIP HOP,61.0,577708.0,50000.0,160.0,SEXTA-FEIRA,DIA UTIL,AGOSTO,-557.0,9.0
2025,MEDIAS CASAS,CASA DE SHOWS,INDIE SOUL,71.0,1098520.0,2700.0,500.0,SEGUNDA-FEIRA,DIA UTIL,MARÇO,999.0,Outros
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ROCK,72.0,5262364.0,49742.0,745.0,QUINTA-FEIRA,DIA UTIL,DEZEMBRO,-21.4,14.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ROCK,72.0,5262364.0,49742.0,745.0,SABADO,FIM DE SEMANA,DEZEMBRO,0.4,14.0
2023,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ROCK,72.0,5262364.0,49742.0,745.0,DOMINGO,FIM DE SEMANA,DEZEMBRO,0.2,14.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ROCK,72.0,5262364.0,49071.0,745.0,TERCA-FEIRA,DIA UTIL,OUTUBRO,62.0,14.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,ROCK,72.0,5262364.0,49070.0,745.0,QUARTA-FEIRA,DIA UTIL,OUTUBRO,0.2,14.0
2022,MEDIAS CASAS,TEATRO E CASA DE ESPETACULOS,BRAZILIAN FUNK,74.0,3105417.0,6500.0,1100.0,TERCA-FEIRA,DIA UTIL,JULHO,-389.0,12.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN FUNK,74.0,3105417.0,45000.0,767.5,SABADO,FIM DE SEMANA,AGOSTO,6.25,12.0
2022,MEDIAS CASAS,CASA DE SHOWS,BRAZILIAN FUNK,74.0,3105417.0,2800.0,120.0,QUARTA-FEIRA,DIA UTIL,DEZEMBRO,-543.0,12.0
2022,GRANDES CASAS,AREA EXTERNA PARA EVENTOS,BRAZILIAN FUNK,74.0,3105417.0,45000.0,685.0,SABADO,FIM DE SEMANA,DEZEMBRO,-152.25,12.0
2023,MEDIAS CASAS,CENTRO DE EVENTOS,BRAZILIAN FUNK,74.0,3105417.0,10000.0,410.0,DOMINGO,FIM DE SEMANA,FEVEREIRO,-476.0,12.0
2023,ARENAS E ESTADIOS,AREA EXTERNA PARA EVENTOS,BRAZILIAN FUNK,74.0,3105417.0,90000.0,258.0,SABADO,FIM DE SEMANA,AGOSTO,36.2,12.0
2024,ARENAS E ESTADIOS,ESTADIO MULTIUSO,BRAZILIAN FUNK,74.0,3105417.0,21188.0,464.0,DOMINGO,FIM DE SEMANA,JUNHO,-92.0,12.0
