nome;data;ano;nome_local;lotacao
NE-YO;19/09/2024;2024;ESPACO UNIMED;7808
MARIAH CAREY;20/09/2024;2024;ALLIANZ PARQUE;50126
GLORIA GAYNOR;21/09/2024;2024;ESPACO UNIMED;
ERIC CLAPTON;28/09/2024;2024;VIBRA SAO PAULO;7000
TITAS;28/09/2024;2024;ESPACO UNIMED;8000
ERIC CLAPTON;29/09/2024;2024;ALLIANZ PARQUE;44234
SEU JORGE;29/09/2024;2024;MEMORIAL DA AMERICA LATINA;
BRUNO MARS;01/10/2024;2024;TOKIO MARINE HALL;4000
BRUNO MARS;04/10/2024;2024;MORUMBIS;80723
BRUNO MARS;05/10/2024;2024;MORUMBIS;80723
BRUNO MARS;08/10/2024;2024;MORUMBIS;80724
ASHNIKKO;08/10/2024;2024;AUDIO;1222
BRUNO MARS;09/10/2024;2024;MORUMBIS;80723
PABLLO VITTAR;11/10/2024;2024;AUDIO;2900
URIAS;11/10/2024;2024;AUDIO;2900
BRUNO MARS;12/10/2024;2024;MORUMBIS;80723
NANDO REIS;12/10/2024;2024;ESPACO UNIMED;8000
BRUNO MARS;13/10/2024;2024;MORUMBIS;80723
DPR IAN;14/10/2024;2024;KOMPLEXO TEMPO;15000
PAUL MCCARTNEY;15/10/2024;2024;ALLIANZ PARQUE;49071
THE HIVES;15/10/2024;2024;TOKIO MARINE HALL;4000
PAUL MCCARTNEY;16/10/2024;2024;ALLIANZ PARQUE;49070
SLIPKNOT;19/10/2024;2024;ALLIANZ PARQUE;60000
GLORIA GROOVE;19/10/2024;2024;ESPACO UNIMED;8000
MUDVAYNE;19/10/2024;2024;ALLIANZ PARQUE;60000
SLIPKNOT;20/10/2024;2024;ALLIANZ PARQUE;60000
BABYMETAL;20/10/2024;2024;ALLIANZ PARQUE;60000
P.O.D.;20/10/2024;2024;ALLIANZ PARQUE;60000
BAD OMENS;20/10/2024;2024;ALLIANZ PARQUE;60000
POPPY;20/10/2024;2024;ALLIANZ PARQUE;60000
BABYMETAL;21/10/2024;2024;AUDIO;3200
MOTHER MOTHER;23/10/2024;2024;TOKIO MARINE HALL;3900
CHITAOZINHO & XORORO;23/10/2024;2024;AUDIO;
MATUE;26/10/2024;2024;MEMORIAL DA AMERICA LATINA;10000
MARCELO D2;26/10/2024;2024;AUDIO;2500
DIONNE WARWICK;26/10/2024;2024;VIBRA SAO PAULO;0
PABLLO VITTAR;01/11/2024;2024;VIBRA SAO PAULO;6500
THE SMASHING PUMPKINS;03/11/2024;2024;ESPACO UNIMED;8000
TRAVIS;05/11/2024;2024;AUDIO;3100
ERYKAH BADU;06/11/2024;2024;ESPACO UNIMED;8000
MARCELO D2;06/11/2024;2024;CENTRO CULTURAL SAO PAULO;
MARCELO D2;07/11/2024;2024;CENTRO CULTURAL SAO PAULO;
CPM 22;07/11/2024;2024;EXPO CENTER NORTE;20000
PERICLES;08/11/2024;2024;TERRA SP;3200
TITAS;08/11/2024;2024;EXPO CENTER NORTE;0
LINIKER;08/11/2024;2024;ESPACO UNIMED;8000
KEANE;09/11/2024;2024;ESPACO UNIMED;8000
RAIMUNDOS;09/11/2024;2024;ESTADIO DO CANINDE;12500
BADBADNOTGOOD;10/11/2024;2024;TOKIO MARINE HALL;3800
LINIKER;13/11/2024;2024;ESPACO UNIMED;8000
GRUPO MENOS E MAIS;14/11/2024;2024;ESPACO UNIMED;8000
FRANZ FERDINAND;14/11/2024;2024;TOKIO MARINE HALL;4000
MARINA SENA;14/11/2024;2024;AUDIO;3200
LINKIN PARK;15/11/2024;2024;ALLIANZ PARQUE;48900
KOOL & THE GANG;15/11/2024;2024;ESPACO UNIMED;2465
LINKIN PARK;16/11/2024;2024;ALLIANZ PARQUE;48027
AURORA;16/11/2024;2024;ESPACO UNIMED;
CALCINHA PRETA;16/11/2024;2024;TERRA SP;3000
RAIMUNDOS;17/11/2024;2024;EXPO CENTER NORTE;
JA RULE;19/11/2024;2024;TERRA SP;3000
LINIKER;19/11/2024;2024;ESPACO UNIMED;8000
RACIONAIS MC'S;22/11/2024;2024;ESPACO UNIMED;8000
LULU SANTOS;22/11/2024;2024;TOKIO MARINE HALL;4000
LENNY KRAVITZ;23/11/2024;2024;ALLIANZ PARQUE;17720
JORGE BEN JOR;23/11/2024;2024;ESPACO UNIMED;
LINIKER;23/11/2024;2024;ALLIANZ PARQUE;17720
TOTO;24/11/2024;2024;ESPACO UNIMED;6500
ROBERTO CARLOS;27/11/2024;2024;ALLIANZ PARQUE;30000
BRING ME THE HORIZON;28/11/2024;2024;AUDIO;3200
RACIONAIS MC'S;29/11/2024;2024;ESPACO UNIMED;8000
BRING ME THE HORIZON;30/11/2024;2024;ALLIANZ PARQUE;46572
MOTIONLESS IN WHITE;30/11/2024;2024;ALLIANZ PARQUE;46572
ARMANDINHO;30/11/2024;2024;AUDIO;3200
SPIRITBOX;30/11/2024;2024;ALLIANZ PARQUE;46572
THE PLOT IN YOU;30/11/2024;2024;ALLIANZ PARQUE;46572
IRON MAIDEN;06/12/2024;2024;ALLIANZ PARQUE;43312
VOLBEAT;06/12/2024;2024;ALLIANZ PARQUE;43312
IRON MAIDEN;07/12/2024;2024;ALLIANZ PARQUE;43000
JAO;07/12/2024;2024;VIBRA SAO PAULO;7000
VOLBEAT;07/12/2024;2024;ALLIANZ PARQUE;43000
URIAS;07/12/2024;2024;ESTADIO DO CANINDE;
JAO;08/12/2024;2024;VIBRA SAO PAULO;7000
TOKIO HOTEL;12/12/2024;2024;VIBRA SAO PAULO;7000
SIMONE MENDES;13/12/2024;2024;CENTRO DE TRADICOES NORDESTINAS;7000
GUSTTAVO LIMA;14/12/2024;2024;MORUMBIS;80000
ZECA PAGODINHO;14/12/2024;2024;VIBRA SAO PAULO;7000
DREAM THEATER;15/12/2024;2024;VIBRA SAO PAULO;6900
CAROL BIAZIN;15/12/2024;2024;AUDIO;
TITAS;20/12/2024;2024;TERRA SP;3000
POST MALONE;21/12/2024;2024;NEO QUIMICA ARENA;33921
CHRIS BROWN;21/12/2024;2024;ALLIANZ PARQUE;49937
GUSTTAVO LIMA;21/12/2024;2024;NEO QUIMICA ARENA;33921
VEIGH;21/12/2024;2024;NEO QUIMICA ARENA;33921
VINTAGE CULTURE;21/12/2024;2024;NEO QUIMICA ARENA;33921
CHRIS BROWN;22/12/2024;2024;ALLIANZ PARQUE;49937
ANITTA;03/03/2025;2025;JOCKEY CLUB;50000
THE OFFSPRING;08/03/2025;2025;ALLIANZ PARQUE;37608
SUBLIME;08/03/2025;2025;ALLIANZ PARQUE;37608
RISE AGAINST;08/03/2025;2025;ALLIANZ PARQUE;37608
THE WARNING;08/03/2025;2025;ALLIANZ PARQUE;37608
SIMPLY RED;15/03/2025;2025;ALLIANZ PARQUE;35000
JAO;16/03/2025;2025;VIBRA SAO PAULO;6800
LINIKER;16/03/2025;2025;VIBRA SAO PAULO;6800
MON LAFERTE;18/03/2025;2025;TOKIO MARINE HALL;3800
PITTY;21/03/2025;2025;ESPACO UNIMED;8000
GARBAGE;22/03/2025;2025;TERRA SP;2800
ALCIONE;22/03/2025;2025;ESPACO UNIMED;8000
GIRL IN RED;27/03/2025;2025;AUDIO;3200
OLIVIA RODRIGO;28/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
GIRL IN RED;28/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
JAO;28/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
RUFUS DU SOL;28/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
EMPIRE OF THE SUN;28/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
NESSA BARRETT;28/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
JPEGMAFIA;28/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
JAMES HYPE;28/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
DISCO LINES;28/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
SHAWN MENDES;29/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
LUAN SANTANA;29/03/2025;2025;MERCADO LIVRE ARENA PACAEMBU;40000
TATE MCRAE;29/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
BENSON BOONE;29/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
ZEDD;29/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
TEDDY SWIMS;29/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
WAVE TO EARTH;29/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
THE MARIAS;29/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
ALANIS MORISSETTE;29/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
ARTEMAS;29/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
BRUNO MARTINI;29/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
JUSTIN TIMBERLAKE;30/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
TOOL;30/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
FOSTER THE PEOPLE;30/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
SEPULTURA;30/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
BUSH;30/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
MICHAEL KIWANUKA;30/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
CHARLOTTE DE WITTE;30/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
PARCELS;30/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
CA7RIEL & PACO AMOROSO;30/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
NEIL FRANCES;30/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
BLOND:ISH;30/03/2025;2025;AUTODROMO DE INTERLAGOS;80000
PARCELS;31/03/2025;2025;AUDIO;2700
JORGE & MATEUS;05/04/2025;2025;MERCADO LIVRE ARENA PACAEMBU;40000
STRAY KIDS;05/04/2025;2025;MORUMBIS;55239
CESAR MENOTTI & FABIANO;05/04/2025;2025;MERCADO LIVRE ARENA PACAEMBU;40000
BELO;05/04/2025;2025;MERCADO LIVRE ARENA PACAEMBU;40000
JORGE & MATEUS;06/04/2025;2025;MERCADO LIVRE ARENA PACAEMBU;40000
STRAY KIDS;06/04/2025;2025;MORUMBIS;55240
SIMONE MENDES;06/04/2025;2025;MERCADO LIVRE ARENA PACAEMBU;40000
INCUBUS;10/04/2025;2025;ESPACO UNIMED;8648
GILBERTO GIL;11/04/2025;2025;ALLIANZ PARQUE;40000
LUISA SONZA;12/04/2025;2025;ESPACO UNIMED;6500
GILBERTO GIL;12/04/2025;2025;ALLIANZ PARQUE;40000
ONE OK ROCK;13/04/2025;2025;ESPACO UNIMED;7002
SCORPIONS;19/04/2025;2025;ALLIANZ PARQUE;49000
JUDAS PRIEST;19/04/2025;2025;ALLIANZ PARQUE;49000
EUROPE;19/04/2025;2025;ALLIANZ PARQUE;49000
JUDAS PRIEST;20/04/2025;2025;VIBRA SAO PAULO;6500
KALEO;22/04/2025;2025;AUDIO;2102
XG;24/04/2025;2025;TOKIO MARINE HALL;4000
GILBERTO GIL;25/04/2025;2025;ALLIANZ PARQUE;45382
GILBERTO GIL;26/04/2025;2025;ALLIANZ PARQUE;45382
MARINA SENA;26/04/2025;2025;ESPACO UNIMED;
RAIMUNDOS;30/04/2025;2025;ESPACO UNIMED;7800
SABATON;03/05/2025;2025;MEMORIAL DA AMERICA LATINA;30000
POWERWOLF;03/05/2025;2025;MEMORIAL DA AMERICA LATINA;30000
SIMPLE MINDS;04/05/2025;2025;ESPACO UNIMED;3500
SEVDALIZA;08/05/2025;2025;TOKIO MARINE HALL;3500
PABLLO VITTAR;09/05/2025;2025;CENTRO DE TRADICOES NORDESTINAS;
SYSTEM OF A DOWN;10/05/2025;2025;ALLIANZ PARQUE;47645
FOREIGNER;10/05/2025;2025;ESPACO UNIMED;7500
SYSTEM OF A DOWN;11/05/2025;2025;ALLIANZ PARQUE;47645
ZE RAMALHO;11/05/2025;2025;ESPACO UNIMED;4500
SYSTEM OF A DOWN;14/05/2025;2025;AUTODROMO DE INTERLAGOS;70000
STONE TEMPLE PILOTS;22/05/2025;2025;TERRA SP;2800
JOAO GOMES;25/05/2025;2025;VALE DO ANHANGABAU;120000
STICK FIGURE;25/05/2025;2025;TERRA SP;3000
LINIKER;25/05/2025;2025;VALE DO ANHANGABAU;120000
WIU;29/05/2025;2025;AUDIO;3200
HOZIER;30/05/2025;2025;ESPACO UNIMED;8000
GIGI PEREZ;30/05/2025;2025;ESPACO UNIMED;8000
TURMA DO PAGODE;31/05/2025;2025;VIBRA SAO PAULO;5000
OS PARALAMAS DO SUCESSO;31/05/2025;2025;ALLIANZ PARQUE;44516
ANAVITORIA;06/06/2025;2025;ESPACO UNIMED;8000
PIXOTE;07/06/2025;2025;VALE DO ANHANGABAU;
NANDO REIS;08/06/2025;2025;VALE DO ANHANGABAU;
GLORIA GROOVE;13/06/2025;2025;ESPACO UNIMED;8000
NANDO REIS;13/06/2025;2025;VIBRA SAO PAULO;7000
MARCOS & BELUTTI;14/06/2025;2025;SUHAI MUSIC HALL;
BAEKHYUN;14/06/2025;2025;VIBRA SAO PAULO;7000
BAEKHYUN;15/06/2025;2025;VIBRA SAO PAULO;7000
LUDMILLA;21/06/2025;2025;VALE DO ANHANGABAU;15000
URIAS;21/06/2025;2025;VALE DO ANHANGABAU;15000
MATUE;28/06/2025;2025;MERCADO LIVRE ARENA PACAEMBU;25000
ALOK;28/06/2025;2025;MERCADO LIVRE ARENA PACAEMBU;25000
NANDO REIS;28/06/2025;2025;SUHAI MUSIC HALL;9000
HENRIQUE & JULIANO;05/07/2025;2025;ALLIANZ PARQUE;42959
JEFF SATUR;06/07/2025;2025;TERRA SP;3900
JAMES BLUNT;08/07/2025;2025;TERRA SP;2950
BK;13/07/2025;2025;ESPACO UNIMED;8000
NATIRUTS;18/07/2025;2025;ALLIANZ PARQUE;0
NATIRUTS;19/07/2025;2025;ALLIANZ PARQUE;50000
VANESSA DA MATA;19/07/2025;2025;VIBRA SAO PAULO;4500
MAIARA & MARAISA;25/07/2025;2025;CENTRO DE TRADICOES NORDESTINAS;7500
MATUE;01/08/2025;2025;MERCADO LIVRE ARENA PACAEMBU;25000
VEIGH;01/08/2025;2025;MERCADO LIVRE ARENA PACAEMBU;25000
MAGIC!;02/08/2025;2025;TOKIO MARINE HALL;3000
LAGUM;02/08/2025;2025;ESPACO UNIMED;8000
THE ROSE;08/08/2025;2025;VIBRA SAO PAULO;7000
RAI SAIA RODADA;09/08/2025;2025;NEO QUIMICA ARENA;15000
CALCINHA PRETA;09/08/2025;2025;NEO QUIMICA ARENA;15000
CAROL BIAZIN;10/08/2025;2025;AUDIO;2700
ADO;13/08/2025;2025;ESPACO UNIMED;8000
KYLIE MINOGUE;15/08/2025;2025;GINASIO DO IBIRAPUERA;15000
CPM 22;15/08/2025;2025;SUHAI MUSIC HALL;7000
LUAN SANTANA;16/08/2025;2025;ARENA ANHEMBI;40000
ANA CASTELA;16/08/2025;2025;ARENA ANHEMBI;40000
ROBERTO CARLOS;16/08/2025;2025;TOKIO MARINE HALL;3000
THUNDERCAT;20/08/2025;2025;AUDIO;3100
IVETE SANGALO;21/08/2025;2025;SUHAI MUSIC HALL;9000
ZEZE DI CAMARGO & LUCIANO;23/08/2025;2025;ALLIANZ PARQUE;45000
CHITAOZINHO & XORORO;23/08/2025;2025;ALLIANZ PARQUE;45000
LEONARDO;23/08/2025;2025;ALLIANZ PARQUE;45000
DANIEL;23/08/2025;2025;ALLIANZ PARQUE;45000
VICTOR & LEO;23/08/2025;2025;ALLIANZ PARQUE;45000
NECK DEEP;29/08/2025;2025;TOKIO MARINE HALL;4000
YELLOWCARD;29/08/2025;2025;TOKIO MARINE HALL;4000
FALL OUT BOY;30/08/2025;2025;ALLIANZ PARQUE;50000
GOOD CHARLOTTE;30/08/2025;2025;ALLIANZ PARQUE;50000
NECK DEEP;30/08/2025;2025;ALLIANZ PARQUE;50000
YELLOWCARD;30/08/2025;2025;ALLIANZ PARQUE;50000
PITTY;03/09/2025;2025;AUDIO;
MARINA SENA;05/09/2025;2025;MEMORIAL DA AMERICA LATINA;15000
LINIKER;05/09/2025;2025;MEMORIAL DA AMERICA LATINA;15000
TRAVIS SCOTT;06/09/2025;2025;AUDIO;3200
TRAVIS SCOTT;06/09/2025;2025;AUTODROMO DE INTERLAGOS;100000
BURNA BOY;06/09/2025;2025;AUTODROMO DE INTERLAGOS;100000
MATUE;06/09/2025;2025;AUTODROMO DE INTERLAGOS;100000
MC CABELINHO;06/09/2025;2025;AUTODROMO DE INTERLAGOS;100000
FILIPE RET;06/09/2025;2025;AUTODROMO DE INTERLAGOS;100000
MC HARIEL;06/09/2025;2025;AUTODROMO DE INTERLAGOS;100000
DON TOLIVER;06/09/2025;2025;AUTODROMO DE INTERLAGOS;100000
TETO;06/09/2025;2025;AUTODROMO DE INTERLAGOS;100000
WIU;06/09/2025;2025;AUTODROMO DE INTERLAGOS;100000
BORGES;06/09/2025;2025;AUTODROMO DE INTERLAGOS;100000
BLACK ALIEN;06/09/2025;2025;MEMORIAL DA AMERICA LATINA;10000
TASHA & TRACIE;06/09/2025;2025;AUTODROMO DE INTERLAGOS;100000
GREEN DAY;07/09/2025;2025;AUTODROMO DE INTERLAGOS;90000
CAPITAL INICIAL;07/09/2025;2025;AUTODROMO DE INTERLAGOS;90000
CAETANO VELOSO;07/09/2025;2025;MEMORIAL DA AMERICA LATINA;15000
PITTY;07/09/2025;2025;AUTODROMO DE INTERLAGOS;90000
BK;07/09/2025;2025;MEMORIAL DA AMERICA LATINA;15000
IGGY POP;07/09/2025;2025;AUTODROMO DE INTERLAGOS;90000
CPM 22;07/09/2025;2025;AUTODROMO DE INTERLAGOS;90000
BAD RELIGION;07/09/2025;2025;AUTODROMO DE INTERLAGOS;90000
JASON DERULO;12/09/2025;2025;AUTODROMO DE INTERLAGOS;75000
BACKSTREET BOYS;12/09/2025;2025;AUTODROMO DE INTERLAGOS;75000
LUISA SONZA;12/09/2025;2025;AUTODROMO DE INTERLAGOS;75000
KAYBLACK;12/09/2025;2025;AUTODROMO DE INTERLAGOS;75000
TZ DA CORONEL;12/09/2025;2025;AUTODROMO DE INTERLAGOS;75000
PEDRO SAMPAIO;12/09/2025;2025;AUTODROMO DE INTERLAGOS;75000
JOTA QUEST;12/09/2025;2025;AUTODROMO DE INTERLAGOS;75000
CEELO GREEN;12/09/2025;2025;AUTODROMO DE INTERLAGOS;75000
DUQUESA;12/09/2025;2025;AUTODROMO DE INTERLAGOS;75000
DUBDOGZ;12/09/2025;2025;AUTODROMO DE INTERLAGOS;75000
JESSIE J;13/09/2025;2025;AUTODROMO DE INTERLAGOS;78000
MARIAH CAREY;13/09/2025;2025;AUTODROMO DE INTERLAGOS;78000
MC LIVINHO;13/09/2025;2025;AUTODROMO DE INTERLAGOS;78000
LIONEL RICHIE;13/09/2025;2025;AUTODROMO DE INTERLAGOS;78000
GLORIA GROOVE;13/09/2025;2025;AUTODROMO DE INTERLAGOS;78000
CHEFIN;13/09/2025;2025;AUTODROMO DE INTERLAGOS;78000
PERICLES;13/09/2025;2025;AUTODROMO DE INTERLAGOS;78000
IVETE SANGALO;13/09/2025;2025;AUTODROMO DE INTERLAGOS;78000
NATASHA BEDINGFIELD;13/09/2025;2025;AUTODROMO DE INTERLAGOS;78000
OS GAROTIN;13/09/2025;2025;AUTODROMO DE INTERLAGOS;78000
J BALVIN;14/09/2025;2025;AUTODROMO DE INTERLAGOS;82000
KATY PERRY;14/09/2025;2025;AUTODROMO DE INTERLAGOS;82000
CAMILA CABELLO;14/09/2025;2025;AUTODROMO DE INTERLAGOS;82000
LUDMILLA;14/09/2025;2025;AUTODROMO DE INTERLAGOS;82000
IZA;14/09/2025;2025;AUTODROMO DE INTERLAGOS;82000
DENNIS;14/09/2025;2025;AUTODROMO DE INTERLAGOS;82000
BELO;14/09/2025;2025;AUTODROMO DE INTERLAGOS;82000
ANNA;14/09/2025;2025;AUTODROMO DE INTERLAGOS;82000
CAROL BIAZIN;14/09/2025;2025;AUTODROMO DE INTERLAGOS;82000
JOTA.PE;14/09/2025;2025;AUTODROMO DE INTERLAGOS;82000
CA7RIEL & PACO AMOROSO;17/09/2025;2025;AUDIO;3200
JORGE BEN JOR;20/09/2025;2025;ESPACO UNIMED;8000
RACA NEGRA;26/09/2025;2025;ESPACO UNIMED;8000
SEU JORGE;27/09/2025;2025;VIBRA SAO PAULO;7000
CLAUDIA LEITTE;27/09/2025;2025;SUHAI MUSIC HALL;8000
KACEY MUSGRAVES;28/09/2025;2025;AUDIO;1940
KENDRICK LAMAR;30/09/2025;2025;ALLIANZ PARQUE;55000
CA7RIEL & PACO AMOROSO;30/09/2025;2025;ALLIANZ PARQUE;55000
DE LA SOUL;02/10/2025;2025;AUDIO;2800
LAGUM;03/10/2025;2025;ESPACO UNIMED;8000
ANAVITORIA;04/10/2025;2025;ESPACO UNIMED;8000
MARIA BETHANIA;04/10/2025;2025;TOKIO MARINE HALL;3900
ANAVITORIA;05/10/2025;2025;ESPACO UNIMED;8000
MARIA BETHANIA;05/10/2025;2025;TOKIO MARINE HALL;3900
KENNY G;10/10/2025;2025;ESPACO UNIMED;7000
ANA CASTELA;11/10/2025;2025;SUHAI MUSIC HALL;8500
MARIA BETHANIA;11/10/2025;2025;TOKIO MARINE HALL;3900
MARIA BETHANIA;12/10/2025;2025;TOKIO MARINE HALL;3900
THE CALLING;12/10/2025;2025;AUDIO;2600
MC LIVINHO;17/10/2025;2025;MERCADO LIVRE ARENA PACAEMBU;25000
LUISA SONZA;17/10/2025;2025;MERCADO LIVRE ARENA PACAEMBU;25000
GILBERTO GIL;17/10/2025;2025;ALLIANZ PARQUE;50000
TOQUINHO;17/10/2025;2025;ESPACO UNIMED;8000
CAROL BIAZIN;17/10/2025;2025;MERCADO LIVRE ARENA PACAEMBU;25000
GILBERTO GIL;18/10/2025;2025;ALLIANZ PARQUE;50000
MARIA BETHANIA;19/10/2025;2025;TOKIO MARINE HALL;3900
RAUW ALEJANDRO;22/10/2025;2025;VIBRA SAO PAULO;7000
OCEAN ALLEY;23/10/2025;2025;AUDIO;3200
SKILLET;24/10/2025;2025;AUDIO;3200
OS PARALAMAS DO SUCESSO;24/10/2025;2025;ESPACO UNIMED;7500
P1HARMONY;24/10/2025;2025;VIBRA SAO PAULO;7000
GUNS N' ROSES;25/10/2025;2025;ALLIANZ PARQUE;49107
VEIGH;25/10/2025;2025;ESPACO UNIMED;8000
FERRUGEM;25/10/2025;2025;NEO QUIMICA ARENA;48000
PABLLO VITTAR;25/10/2025;2025;VIBRA SAO PAULO;7000
TIAGO IORC;25/10/2025;2025;NEO QUIMICA ARENA;48000
IVETE SANGALO;25/10/2025;2025;JOCKEY CLUB;10000
RAIMUNDOS;25/10/2025;2025;ALLIANZ PARQUE;49107
MARIA BETHANIA;25/10/2025;2025;TOKIO MARINE HALL;3500
MARIA BETHANIA;26/10/2025;2025;TOKIO MARINE HALL;3600
IMAGINE DRAGONS;31/10/2025;2025;MORUMBIS;60000
BACO EXU DO BLUES;31/10/2025;2025;ESPACO UNIMED;6500
NANDO REIS;31/10/2025;2025;SUHAI MUSIC HALL;8800
LAGUM;31/10/2025;2025;MORUMBIS;60000
IMAGINE DRAGONS;01/11/2025;2025;MORUMBIS;60000
GUSTAVO MIOTO;01/11/2025;2025;ESPACO UNIMED;6000
LAGUM;01/11/2025;2025;MORUMBIS;60000
L'IMPERATRICE;04/11/2025;2025;AUDIO;2400
TASH SULTANA;05/11/2025;2025;AUDIO;3200
DAMIANO DAVID;07/11/2025;2025;TOKIO MARINE HALL;4000
LINKIN PARK;08/11/2025;2025;MORUMBIS;68000
MATUE;08/11/2025;2025;KOMPLEXO TEMPO;15000
BILLY IDOL;08/11/2025;2025;VIBRA SAO PAULO;7800
POPPY;08/11/2025;2025;MORUMBIS;68000
CPM 22;08/11/2025;2025;EXPO BARRA FUNDA;
CHASE ATLANTIC;09/11/2025;2025;SUHAI MUSIC HALL;8800
POLO & PAN;12/11/2025;2025;AUDIO;
MASSIVE ATTACK;13/11/2025;2025;ESPACO UNIMED;8000
JAMES;13/11/2025;2025;AUDIO;1500
ROBERTO CARLOS;14/11/2025;2025;SUHAI MUSIC HALL;9000
CAPITAL INICIAL;14/11/2025;2025;ESPACO UNIMED;8000
DUA LIPA;15/11/2025;2025;MORUMBIS;62000
ROBERTO CARLOS;15/11/2025;2025;SUHAI MUSIC HALL;8800
CAPITAL INICIAL;15/11/2025;2025;ESPACO UNIMED;7500
MOLCHAT DOMA;15/11/2025;2025;TOKIO MARINE HALL;3900
BOYCE AVENUE;18/11/2025;2025;AUDIO;2800
SEU JORGE;18/11/2025;2025;ESPACO UNIMED;8000
DJONGA;19/11/2025;2025;ESPACO UNIMED;7700
OS GAROTIN;20/11/2025;2025;AUDIO;3200
TZ DA CORONEL;21/11/2025;2025;NEO QUIMICA ARENA;20000
ANDREA BOCELLI;21/11/2025;2025;MERCADO LIVRE ARENA PACAEMBU;24000
CHITAOZINHO & XORORO;21/11/2025;2025;ESPACO UNIMED;8000
CAIO LUCCAS;21/11/2025;2025;NEO QUIMICA ARENA;20000
ALEE;21/11/2025;2025;NEO QUIMICA ARENA;20000
OASIS;22/11/2025;2025;MORUMBIS;66000
ANDREA BOCELLI;22/11/2025;2025;MERCADO LIVRE ARENA PACAEMBU;24000
CHITAOZINHO & XORORO;22/11/2025;2025;ESPACO UNIMED;8000
KAASH PAIGE;22/11/2025;2025;NEO QUIMICA ARENA;21000
MAJOR RD;22/11/2025;2025;NEO QUIMICA ARENA;21000
MATUE;23/11/2025;2025;NEO QUIMICA ARENA;0
OASIS;23/11/2025;2025;MORUMBIS;66000
YOUNG THUG;23/11/2025;2025;NEO QUIMICA ARENA;0
MC LIVINHO;23/11/2025;2025;SUHAI MUSIC HALL;8500
MC HARIEL;23/11/2025;2025;SUHAI MUSIC HALL;8500
SKEPTA;23/11/2025;2025;NEO QUIMICA ARENA;0
YUNK VINO;23/11/2025;2025;NEO QUIMICA ARENA;0
