nome;data;ano;nome_local;Pista;Pista Premium;Camarote;Cadeira Inferior;Cadeira Inferior Visão Parcial;Cadeira Superior;Cadeira Superior Visão Parcial;Mesa;Cadeira;Open Bar;Arquibancada;PIT;Early Entrance;Lolla Pista;Lolla Lounge;Lolla Confort;Meet & Greet;Backstage;Mezanino ;Frontstage;VIP I;VIP II;Super Premium;Bistrô Superior;Lounge
FLORA MATOS;16/09/2023;2023;AUDIO;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GILBERTO GIL;16/09/2023;2023;ESPACO UNIMED;280;530;0;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JORGE BEN JOR;17/09/2023;2023;MEMORIAL DA AMERICA LATINA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GHOST;20/09/2023;2023;ESPACO UNIMED;370;580;650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0
GHOST;21/09/2023;2023;ESPACO UNIMED;370;580;650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0;0;0
LYNYRD SKYNYRD;22/09/2023;2023;ESPACO UNIMED;450;750;825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;780;0;0;0;0;0;0
CPM 22;23/09/2023;2023;DISTRITO ANHEMBI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LEGIAO URBANA;23/09/2023;2023;DISTRITO ANHEMBI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NANDO REIS;23/09/2023;2023;DISTRITO ANHEMBI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OS PARALAMAS DO SUCESSO;23/09/2023;2023;ARENA ANHEMBI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PITTY;23/09/2023;2023;DISTRITO ANHEMBI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IVETE SANGALO;30/09/2023;2023;ALLIANZ PARQUE;680;840;1100;660;0;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ROD STEWART;30/09/2023;2023;ALLIANZ PARQUE;680;840;1100;660;0;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RAIMUNDOS;06/10/2023;2023;VIBRA SAO PAULO;150;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOTA QUEST;08/10/2023;2023;VIBRA SAO PAULO;210;0;215;190;150;80;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KAYTRANADA;10/10/2023;2023;ALLIANZ PARQUE;0;750;0;650;0;460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
THE WEEKND;10/10/2023;2023;ALLIANZ PARQUE;0;750;0;650;0;460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KAYTRANADA;11/10/2023;2023;ALLIANZ PARQUE;0;750;0;650;0;460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RACA NEGRA;11/10/2023;2023;ESPACO UNIMED;140;240;330;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
THE WEEKND;11/10/2023;2023;ALLIANZ PARQUE;0;750;0;650;0;460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EVANESCENCE;21/10/2023;2023;ALLIANZ PARQUE;350;650;0;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1385;2143;0;0;0
JORGE BEN JOR;21/10/2023;2023;ESPACO UNIMED;100;130;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ROBERTO CARLOS;26/10/2023;2023;ESPACO UNIMED;260;480;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;800;0;0;0;0
ROBERTO CARLOS;28/10/2023;2023;ESPACO UNIMED;260;480;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;800;0;0;0;0
ROBERTO CARLOS;29/10/2023;2023;ESPACO UNIMED;260;480;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;800;0;0;0;0
MANESKIN;03/11/2023;2023;ESPACO UNIMED;450;700;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;750;0;0;0;0;0;0
ALCEU VALENCA;04/11/2023;2023;TOKIO MARINE HALL;240;580;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HALSEY;04/11/2023;2023;ALLIANZ PARQUE;550;990;1990;560;0;390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MGK;04/11/2023;2023;ALLIANZ PARQUE;550;990;1990;560;0;390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SWEDISH HOUSE MAFIA;04/11/2023;2023;ALLIANZ PARQUE;550;990;1990;560;0;390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IZA;05/11/2023;2023;ALLIANZ PARQUE;820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KENDRICK LAMAR;05/11/2023;2023;ALLIANZ PARQUE;820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOFI TUKKER;05/11/2023;2023;ALLIANZ PARQUE;820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TASHA & TRACIE;05/11/2023;2023;ALLIANZ PARQUE;820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
THE LUMINEERS;05/11/2023;2023;ESPACO UNIMED;440;720;680;0;0;350;0;0;0;0;0;0;0;0;0;0;0;0;740;0;0;0;0;0;0
THUNDERCAT;05/11/2023;2023;ALLIANZ PARQUE;820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALTER BRIDGE;08/11/2023;2023;ESPACO UNIMED;300;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;550;0;0;0;0;0;0
EMICIDA;08/11/2023;2023;EXPO CENTER NORTE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IN FLAMES;09/11/2023;2023;TOKIO MARINE HALL;340;600;440;340;0;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JORGE DREXLER;09/11/2023;2023;ESPACO UNIMED;240;420;470;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;0;0;0;0;0;0
LULU SANTOS;10/11/2023;2023;TOKIO MARINE HALL;160;350;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PABLLO VITTAR;10/11/2023;2023;VIBRA SAO PAULO;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RED HOT CHILI PEPPERS;10/11/2023;2023;ESTADIO DO MORUMBI;540;880;0;620;0;650;0;0;0;0;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0
URIAS;10/11/2023;2023;VIBRA SAO PAULO;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RBD;12/11/2023;2023;ESTADIO DO MORUMBI;480;850;0;540;0;420;0;0;0;0;560;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RBD;13/11/2023;2023;ESTADIO DO MORUMBI;480;850;0;540;0;420;0;0;0;0;560;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALANIS MORISSETTE;14/11/2023;2023;ALLIANZ PARQUE;550;760;0;640;0;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GOJIRA;14/11/2023;2023;ESPACO UNIMED;450;690;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;750;0;0;0;0;0;0
PITTY;14/11/2023;2023;ALLIANZ PARQUE;550;760;0;640;0;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RBD;16/11/2023;2023;ALLIANZ PARQUE;480;850;0;560;0;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GLORIA GROOVE;17/11/2023;2023;ESPACO UNIMED;120;220;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;0;0;0;0;0;0
OS PARALAMAS DO SUCESSO;17/11/2023;2023;VIBRA SAO PAULO;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RBD;17/11/2023;2023;ALLIANZ PARQUE;480;850;0;560;0;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DIANA KRALL;18/11/2023;2023;TOKIO MARINE HALL;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RBD;18/11/2023;2023;ALLIANZ PARQUE;480;850;0;560;0;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RBD;19/11/2023;2023;ALLIANZ PARQUE;480;850;0;560;0;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SABRINA CARPENTER;24/11/2023;2023;ALLIANZ PARQUE;0;1050;0;750;480;500;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TAYLOR SWIFT;24/11/2023;2023;ALLIANZ PARQUE;0;1050;0;750;480;500;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAETANO VELOSO;25/11/2023;2023;ESPACO UNIMED;720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SABRINA CARPENTER;25/11/2023;2023;ALLIANZ PARQUE;0;1050;0;750;480;500;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TAYLOR SWIFT;25/11/2023;2023;ALLIANZ PARQUE;0;1050;0;750;480;500;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SABRINA CARPENTER;26/11/2023;2023;ALLIANZ PARQUE;0;1050;0;750;480;500;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TAYLOR SWIFT;26/11/2023;2023;ALLIANZ PARQUE;0;1050;0;750;480;500;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAETANO VELOSO;27/11/2023;2023;ESPACO UNIMED;720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FKJ;29/11/2023;2023;AUDIO;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
THE KILLERS;30/11/2023;2023;TOKIO MARINE HALL;810;0;900;780;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARISA MONTE;02/12/2023;2023;AUTODROMO DE INTERLAGOS;990;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PET SHOP BOYS;02/12/2023;2023;AUTODROMO DE INTERLAGOS;990;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SLOWDIVE;02/12/2023;2023;AUTODROMO DE INTERLAGOS;990;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
THE HIVES;02/12/2023;2023;AUTODROMO DE INTERLAGOS;990;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
THE KILLERS;02/12/2023;2023;AUTODROMO DE INTERLAGOS;990;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANAVITORIA;03/12/2023;2023;ESPACO UNIMED;120;150;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAD RELIGION;03/12/2023;2023;AUTODROMO DE INTERLAGOS;990;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BECK;03/12/2023;2023;AUTODROMO DE INTERLAGOS;990;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CARLY RAE JEPSEN;03/12/2023;2023;AUTODROMO DE INTERLAGOS;990;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARINA SENA;03/12/2023;2023;AUTODROMO DE INTERLAGOS;990;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MU540;03/12/2023;2023;AUTODROMO DE INTERLAGOS;990;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
THE CURE;03/12/2023;2023;AUTODROMO DE INTERLAGOS;990;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PET SHOP BOYS;04/12/2023;2023;AUDIO;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;560;0;0;0;0;0;0
GLORIA GROOVE;05/12/2023;2023;TRANSAMERICA EXPO CENTER;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
COLBIE CAILLAT;07/12/2023;2023;VIBRA SAO PAULO;330;0;430;0;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PAUL MCCARTNEY;07/12/2023;2023;ALLIANZ PARQUE;650;990;0;890;0;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEREK;09/12/2023;2023;NEO QUIMICA ARENA;220;0;0;0;0;0;0;0;0;330;0;0;0;0;0;0;0;0;0;0;860;0;0;0;0
DJAVAN;09/12/2023;2023;VIBRA SAO PAULO;295;595;0;520;0;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DON TOLIVER;09/12/2023;2023;NEO QUIMICA ARENA;220;0;0;0;0;0;0;0;0;330;0;0;0;0;0;0;0;0;0;0;860;0;0;0;0
MAJOR RD;09/12/2023;2023;NEO QUIMICA ARENA;220;0;0;0;0;0;0;0;0;330;0;0;0;0;0;0;0;0;0;0;860;0;0;0;0
PAUL MCCARTNEY;09/12/2023;2023;ALLIANZ PARQUE;650;990;0;890;0;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SHECK WES;09/12/2023;2023;NEO QUIMICA ARENA;220;0;0;0;0;0;0;0;0;330;0;0;0;0;0;0;0;0;0;0;860;0;0;0;0
TASHA & TRACIE;09/12/2023;2023;NEO QUIMICA ARENA;220;0;0;0;0;0;0;0;0;330;0;0;0;0;0;0;0;0;0;0;860;0;0;0;0
WESLEY SAFADAO;09/12/2023;2023;DISTRITO ANHEMBI;220;0;0;0;0;0;0;0;0;330;0;0;0;0;0;0;0;0;0;0;860;0;0;0;0
LIL DURK;10/12/2023;2023;NEO QUIMICA ARENA;345;735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MATUE;10/12/2023;2023;NEO QUIMICA ARENA;345;735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PAUL MCCARTNEY;10/12/2023;2023;ALLIANZ PARQUE;650;990;0;890;0;450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RODDY RICCH;10/12/2023;2023;NEO QUIMICA ARENA;345;735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TETO;10/12/2023;2023;NEO QUIMICA ARENA;345;735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
YUNK VINO;10/12/2023;2023;NEO QUIMICA ARENA;345;735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZECA PAGODINHO;15/12/2023;2023;VIBRA SAO PAULO;160;300;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAROL BIAZIN;17/12/2023;2023;AUDIO;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TITAS;21/12/2023;2023;ALLIANZ PARQUE;300;450;0;250;0;95;0;0;0;0;0;0;700;0;0;0;1440;0;0;0;0;0;0;0;0
TITAS;22/12/2023;2023;ALLIANZ PARQUE;300;450;0;250;0;95;0;0;0;0;0;0;700;0;0;0;1440;0;0;0;0;0;0;0;0
TITAS;23/12/2023;2023;ALLIANZ PARQUE;300;450;0;250;0;95;0;0;0;0;0;0;700;0;0;0;1440;0;0;0;0;0;0;0;0
PABLLO VITTAR;19/01/2024;2024;VIBRA SAO PAULO;105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JAO;20/01/2024;2024;ALLIANZ PARQUE;180;350;0;125;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;790;900;0;0;0
JAO;21/01/2024;2024;ALLIANZ PARQUE;180;350;0;125;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;790;900;0;0;0
ANITTA;25/01/2024;2024;MEMORIAL DA AMERICA LATINA;280;0;0;0;0;0;0;0;0;680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLAUDIA LEITTE;25/01/2024;2024;MEMORIAL DA AMERICA LATINA;280;0;0;0;0;0;0;0;0;680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LUISA SONZA;25/01/2024;2024;MEMORIAL DA AMERICA LATINA;280;0;0;0;0;0;0;0;0;680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MANU;25/01/2024;2024;MEMORIAL DA AMERICA LATINA;280;0;0;0;0;0;0;0;0;680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TETO;25/01/2024;2024;MEMORIAL DA AMERICA LATINA;280;0;0;0;0;0;0;0;0;680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WIU;25/01/2024;2024;MEMORIAL DA AMERICA LATINA;280;0;0;0;0;0;0;0;0;680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BACO EXU DO BLUES;26/01/2024;2024;ESPACO UNIMED;160;0;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GLORIA GROOVE;27/01/2024;2024;ALLIANZ PARQUE;250;490;0;290;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1190;0;0;0;0
MAIARA & MARAISA;27/01/2024;2024;ALLIANZ PARQUE;250;490;0;290;0;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1190;0;0;0;0
RACIONAIS MC'S;27/01/2024;2024;VALE DO ANHANGABAU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TASHA & TRACIE;27/01/2024;2024;VALE DO ANHANGABAU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANITTA;04/02/2024;2024;MEMORIAL DA AMERICA LATINA;280;0;0;0;0;0;0;0;0;680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DENNIS;04/02/2024;2024;MEMORIAL DA AMERICA LATINA;280;0;0;0;0;0;0;0;0;680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOAO GOMES;04/02/2024;2024;MEMORIAL DA AMERICA LATINA;280;0;0;0;0;0;0;0;0;680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VEIGH;04/02/2024;2024;MEMORIAL DA AMERICA LATINA;280;0;0;0;0;0;0;0;0;680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
XAND AVIAO;04/02/2024;2024;MEMORIAL DA AMERICA LATINA;280;0;0;0;0;0;0;0;0;680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TWICE;06/02/2024;2024;ALLIANZ PARQUE;540;880;0;620;0;650;0;0;0;0;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TWICE;07/02/2024;2024;ALLIANZ PARQUE;540;880;0;620;0;650;0;0;0;0;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MEN AT WORK;21/02/2024;2024;VIBRA SAO PAULO;600;0;800;700;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANYMA;24/02/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;1100;0;0;0;0;0;0;0;0;0;0;0;0
SIMPLE PLAN;01/03/2024;2024;VIBRA SAO PAULO;500;780;390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZE RAMALHO;01/03/2024;2024;ESPACO UNIMED;120;280;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A DAY TO REMEMBER;02/03/2024;2024;ALLIANZ PARQUE;380;650;0;420;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;990;2000;0;0;0
ALL TIME LOW;02/03/2024;2024;ALLIANZ PARQUE;380;650;0;420;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;990;2000;0;0;0
ASKING ALEXANDRIA;02/03/2024;2024;ALLIANZ PARQUE;380;650;0;420;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;990;2000;0;0;0
BOYS LIKE GIRLS;02/03/2024;2024;ALLIANZ PARQUE;380;650;0;420;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;990;2000;0;0;0
KING KRULE;02/03/2024;2024;TERRA SP;330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420;0;0;0;0;0;0
LAURA PAUSINI;02/03/2024;2024;ESPACO UNIMED;500;800;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MAYDAY PARADE;02/03/2024;2024;ALLIANZ PARQUE;380;650;0;420;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;990;2000;0;0;0
PITTY;02/03/2024;2024;ALLIANZ PARQUE;380;650;0;420;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;990;2000;0;0;0
PLAIN WHITE T'S;02/03/2024;2024;ALLIANZ PARQUE;380;650;0;420;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;990;2000;0;0;0
SIMPLE PLAN;02/03/2024;2024;ALLIANZ PARQUE;380;650;0;420;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;990;2000;0;0;0
THE ALL-AMERICAN REJECTS;02/03/2024;2024;ALLIANZ PARQUE;380;650;0;420;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;990;2000;0;0;0
THE USED;02/03/2024;2024;ALLIANZ PARQUE;380;650;0;420;0;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;990;2000;0;0;0
LAURA PAUSINI;03/03/2024;2024;ESPACO UNIMED;500;800;850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAMBAM;05/03/2024;2024;VIBRA SAO PAULO;460;790;600;0;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1980;1780;0;0;0
ALCIONE;08/03/2024;2024;ESPACO UNIMED;160;0;390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;390;0;0;0;0
MARIA BETHANIA;09/03/2024;2024;ESPACO UNIMED;640;980;980;940;0;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARIA BETHANIA;10/03/2024;2024;ESPACO UNIMED;640;980;980;940;0;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PLACEBO;17/03/2024;2024;ESPACO UNIMED;500;0;700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;550;0;0;0;0;0;0
RADWIMPS;21/03/2024;2024;TERRA SP;650;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;650;0;0;0;0;0;0
ARCADE FIRE;22/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
BLINK-182;22/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DIPLO;22/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
DOM DOLLA;22/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
FLETCHER;22/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
JUNGLE;22/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
LOURENA;22/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
LUISA SONZA;22/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
MANEVA;22/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
MARCELO D2;22/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
THE BLAZE;22/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
THE OFFSPRING;22/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;1100;0;0;0;0;0;0;0;0;0;0;0;0
ABOVE & BEYOND;23/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
BK;23/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
HOZIER;23/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
JESSIE REYEZ;23/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
KINGS OF LEON;23/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
LIMP BIZKIT;23/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
LOUD LUXURY;23/03/2024;2024;AUTODROMO DE INTERLAGOS;0;0;0;0;0;0;0;0;0;0;0;0;0;1100;2250;1750;0;0;0;0;0;0;0;0;0
LUIS MIGUEL;23/03/2024;2024;ALLIANZ PARQUE;0;0;1300;660;720;430;0;0;800;0;0;0;0;0;0;0;0;0;1250;0;0;0;0;0;0
