nome;data;ano;nome_local;Pista;Pista Premium;Camarote;Cadeira Inferior;Cadeira Inferior Visão Parcial;Cadeira Superior;Cadeira Superior Visão Parcial;Mesa;Cadeira;Open Bar;Arquibancada;PIT;Early Entrance;Lolla Pista;Lolla Lounge;Lolla Confort;Meet & Greet;Backstage;Mezanino ;Frontstage;VIP I;VIP II;Super Premium;Bistrô Superior;Lounge
TURMA DO PAGODE;28/05/2022;2022;SAO PAULO EXPO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VITOR KLEY;28/05/2022;2022;VALE DO ANHANGABAU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LOUIS TOMLINSON;29/05/2022;2022;ESPACO UNIMED;220;0;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LUISA SONZA;29/05/2022;2022;VALE DO ANHANGABAU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DJAVAN;04/06/2022;2022;ESPACO UNIMED;210;320;430;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANAVITORIA;09/06/2022;2022;ESPACO UNIMED;180;210;340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NANDO REIS;10/06/2022;2022;VIBRA SAO PAULO;320;380;400;0;0;140;0;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ARMANDINHO;15/06/2022;2022;ESPACO UNIMED;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IVETE SANGALO;16/06/2022;2022;ARENA ANHEMBI;200;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LUISA SONZA;16/06/2022;2022;ARENA ANHEMBI;200;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AJULIACOSTA;17/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DESTROY LONELY;17/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GLORIA GROOVE;17/06/2022;2022;ARENA ANHEMBI;380;0;0;260;0;260;0;0;0;580;0;0;0;0;0;0;0;0;0;450;0;0;0;0;0
KEN CARSON;17/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LUDMILLA;17/06/2022;2022;ARENA ANHEMBI;380;0;0;260;0;260;0;0;0;580;0;0;0;0;0;0;0;0;0;450;0;0;0;0;0
PABLLO VITTAR;17/06/2022;2022;ARENA ANHEMBI;380;0;0;260;0;260;0;0;0;580;0;0;0;0;0;0;0;0;0;450;0;0;0;0;0
PLAYBOI CARTI;17/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SOFAYGO;17/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VEIGH;17/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BK;18/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLAUDIA LEITTE;18/06/2022;2022;ARENA ANHEMBI;380;0;0;260;0;260;0;0;0;580;0;0;0;0;0;0;0;0;0;450;0;0;0;0;0
DJONGA;18/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FILIPE RET;18/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
YUNK VINO;18/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BORGES;19/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
EBONY;19/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KYAN;19/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OROCHI;19/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RACIONAIS MC'S;19/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TASHA & TRACIE;19/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRIPPIE REDD;19/06/2022;2022;SAMBODROMO DO ANHEMBI;440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JAO;22/06/2022;2022;TOKIO MARINE HALL;100;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PIXOTE;22/06/2022;2022;TOKIO MARINE HALL;100;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SEU JORGE;22/06/2022;2022;TOKIO MARINE HALL;100;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VITOR KLEY;22/06/2022;2022;TOKIO MARINE HALL;100;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAETANO VELOSO;24/06/2022;2022;ESPACO UNIMED;180;380;430;0;0;320;0;0;0;0;0;0;0;0;0;0;0;0;280;0;520;0;0;0;0
FLORA MATOS;24/06/2022;2022;AUDIO;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAETANO VELOSO;25/06/2022;2022;ESPACO UNIMED;180;380;430;0;0;320;0;0;0;0;0;0;0;0;0;0;0;0;280;0;520;0;0;0;0
JOTA QUEST;02/07/2022;2022;ESPACO UNIMED;120;200;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;0;0;0;0;0
PITTY;09/07/2022;2022;AUDIO;120;0;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;0;0;0
RAIMUNDOS;17/07/2022;2022;TOKIO MARINE HALL;0;0;240;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A-HA;18/07/2022;2022;ESPACO UNIMED;410;750;0;0;0;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
A-HA;19/07/2022;2022;ESPACO UNIMED;410;750;0;0;0;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARISA MONTE;21/07/2022;2022;ESPACO UNIMED;220;420;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;0;0;0;0;0
MARISA MONTE;22/07/2022;2022;ESPACO UNIMED;220;420;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;0;0;0;0;0
MARISA MONTE;23/07/2022;2022;ESPACO UNIMED;220;420;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;0;0;0;0;0
JAO;26/07/2022;2022;VIBRA SAO PAULO;;;;;;;;;;;;;;;;;;;;;;;;;
LUDMILLA;26/07/2022;2022;VIBRA SAO PAULO;;;;;;;;;;;;;;;;;;;;;;;;;
LUISA SONZA;26/07/2022;2022;VIBRA SAO PAULO;;;;;;;;;;;;;;;;;;;;;;;;;
MATUE;26/07/2022;2022;VIBRA SAO PAULO;;;;;;;;;;;;;;;;;;;;;;;;;
PEDRO SAMPAIO;26/07/2022;2022;VIBRA SAO PAULO;;;;;;;;;;;;;;;;;;;;;;;;;
SKANK;26/07/2022;2022;VIBRA SAO PAULO;;;;;;;;;;;;;;;;;;;;;;;;;
XAMA;26/07/2022;2022;VIBRA SAO PAULO;;;;;;;;;;;;;;;;;;;;;;;;;
MARISA MONTE;28/07/2022;2022;ESPACO UNIMED;220;420;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;0;0;0;0;0
MARISA MONTE;29/07/2022;2022;ESPACO UNIMED;220;420;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240;0;0;0;0;0;0
DENNIS;30/07/2022;2022;ESTADIO DO CANINDE;250;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARINA SENA;06/08/2022;2022;AUDIO;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JAO;14/08/2022;2022;ESPACO UNIMED;140;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANITTA;19/08/2022;2022;NEO QUIMICA ARENA;120;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GLORIA GROOVE;19/08/2022;2022;NEO QUIMICA ARENA;120;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PAPATINHO;19/08/2022;2022;NEO QUIMICA ARENA;120;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GUSTAVO MIOTO;20/08/2022;2022;DISTRITO ANHEMBI;0;1100;0;0;0;0;0;0;380;0;190;0;0;0;0;0;0;0;0;1400;0;0;0;0;0
JAO;20/08/2022;2022;ESPACO UNIMED;140;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JORGE & MATEUS;20/08/2022;2022;DISTRITO ANHEMBI;0;1100;0;0;0;0;0;0;380;0;190;0;0;0;0;0;0;0;0;1400;0;0;0;0;0
LUDMILLA;20/08/2022;2022;DISTRITO ANHEMBI;0;1100;0;0;0;0;0;0;380;0;190;0;0;0;0;0;0;0;0;1400;0;0;0;0;0
MARI FERNANDEZ;20/08/2022;2022;DISTRITO ANHEMBI;0;1100;0;0;0;0;0;0;380;0;190;0;0;0;0;0;0;0;0;1400;0;0;0;0;0
PEDRO SAMPAIO;20/08/2022;2022;DISTRITO ANHEMBI;0;1100;0;0;0;0;0;0;380;0;190;0;0;0;0;0;0;0;0;1400;0;0;0;0;0
XAND AVIAO;20/08/2022;2022;DISTRITO ANHEMBI;0;1100;0;0;0;0;0;0;380;0;190;0;0;0;0;0;0;0;0;1400;0;0;0;0;0
ZE NETO & CRISTIANO;20/08/2022;2022;DISTRITO ANHEMBI;0;1100;0;0;0;0;0;0;380;0;190;0;0;0;0;0;0;0;0;1400;0;0;0;0;0
ROSALIA;22/08/2022;2022;ESPACO UNIMED;480;720;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;740;0;0;0;0;0;0
MILTON NASCIMENTO;26/08/2022;2022;ESPACO UNIMED;200;530;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;0;0;0;0;0;0
MC HARIEL;27/08/2022;2022;ESTADIO DO CANINDE;200;530;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;0;0;0;0;0;0
MILTON NASCIMENTO;27/08/2022;2022;ESPACO UNIMED;200;530;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;0;0;0;0;0;0
OROCHI;27/08/2022;2022;ESTADIO DO CANINDE;110;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEMI LOVATO;30/08/2022;2022;ESPACO UNIMED;700;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEMI LOVATO;31/08/2022;2022;ESPACO UNIMED;700;1500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DREAM THEATER;31/08/2022;2022;TOKIO MARINE HALL;340;620;660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MILTON NASCIMENTO;01/09/2022;2022;ESPACO UNIMED;200;530;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;0;0;0;0;0;0
MILTON NASCIMENTO;02/09/2022;2022;ESPACO UNIMED;200;530;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;0;0;0;0;0;0
BULLET FOR MY VALENTINE;03/09/2022;2022;AUDIO;495;895;0;665;0;365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IRON MAIDEN;04/09/2022;2022;ESTADIO DO MORUMBI;430;750;0;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AVRIL LAVIGNE;07/09/2022;2022;ESPACO UNIMED;431;731;691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;301;0;0;0;0;0;0
DUA LIPA;08/09/2022;2022;ARENA ANHEMBI;590;890;0;720;0;780;0;0;0;0;460;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BASTILLE;09/09/2022;2022;TOKIO MARINE HALL;360;580;480;370;0;340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MANESKIN;09/09/2022;2022;ESPACO UNIMED;380;580;700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;620;0;0;0;0;0;0
CPM 22;10/09/2022;2022;VIBRA SAO PAULO;160;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JORGE BEN JOR;10/09/2022;2022;ESPACO UNIMED;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TITAS;10/09/2022;2022;TOKIO MARINE HALL;400;800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANAVITORIA;11/09/2022;2022;TOKIO MARINE HALL;240;320;330;310;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DJAVAN;16/09/2022;2022;MEMORIAL DA AMERICA LATINA;295;595;0;520;0;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1170;0;0;0;0
GILBERTO GIL;16/09/2022;2022;MEMORIAL DA AMERICA LATINA;295;595;0;520;0;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1170;0;0;0;0
GLORIA GROOVE;16/09/2022;2022;ESPACO UNIMED;80;150;380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LINIKER;16/09/2022;2022;MEMORIAL DA AMERICA LATINA;295;595;0;520;0;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1170;0;0;0;0
TASHA & TRACIE;16/09/2022;2022;MEMORIAL DA AMERICA LATINA;295;595;0;520;0;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1170;0;0;0;0
ALCEU VALENCA;17/09/2022;2022;MEMORIAL DA AMERICA LATINA;200;380;430;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BK;17/09/2022;2022;MEMORIAL DA AMERICA LATINA;200;380;430;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GAL COSTA;17/09/2022;2022;MEMORIAL DA AMERICA LATINA;200;380;430;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LULU SANTOS;17/09/2022;2022;TOKIO MARINE HALL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BLACK ALIEN;18/09/2022;2022;MEMORIAL DA AMERICA LATINA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARIA BETHANIA;18/09/2022;2022;MEMORIAL DA AMERICA LATINA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARINA SENA;18/09/2022;2022;MEMORIAL DA AMERICA LATINA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BACO EXU DO BLUES;23/09/2022;2022;AUDIO;170;90;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
GUNS N' ROSES;24/09/2022;2022;ALLIANZ PARQUE;480;950;0;650;0;380;0;0;0;0;0;0;0;0;0;0;0;2290;0;0;0;0;0;0;0
JORGE DREXLER;24/09/2022;2022;VIBRA SAO PAULO;160;260;360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MILTON NASCIMENTO;24/09/2022;2022;ESPACO UNIMED;200;530;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;0;0;0;0;0;0
MILTON NASCIMENTO;25/09/2022;2022;ESPACO UNIMED;200;530;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;0;0;0;0;0;0
BK;08/10/2022;2022;MEMORIAL DA AMERICA LATINA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BLACK ALIEN;08/10/2022;2022;MEMORIAL DA AMERICA LATINA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DJONGA;08/10/2022;2022;MEMORIAL DA AMERICA LATINA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HELLOWEEN;08/10/2022;2022;ESPACO UNIMED;250;480;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;520;0;0;0;0;0;0
TASHA & TRACIE;08/10/2022;2022;MEMORIAL DA AMERICA LATINA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TINI;08/10/2022;2022;VIBRA SAO PAULO;700;750;800;650;0;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
HELLOWEEN;09/10/2022;2022;ESPACO UNIMED;250;480;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;520;0;0;0;0;0;0
BEAST IN BLACK;14/10/2022;2022;ESPACO UNIMED;190;290;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;370;0;0;0;0;0;0
NIGHTWISH;14/10/2022;2022;ESPACO UNIMED;190;290;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;370;0;0;0;0;0;0
GILSONS;15/10/2022;2022;SAMBODROMO DO ANHEMBI;250;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JORGE ARAGAO;15/10/2022;2022;SAMBODROMO DO ANHEMBI;250;1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AIR SUPPLY;16/10/2022;2022;ESPACO UNIMED;590;940;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DIOGO NOGUEIRA;16/10/2022;2022;SAMBODROMO DO ANHEMBI;760;1200;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DPR IAN;16/10/2022;2022;AUDIO;320;0;490;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;580;830;0;0;0
NANDO REIS;16/10/2022;2022;SAMBODROMO DO ANHEMBI;760;1200;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VANESSA DA MATA;16/10/2022;2022;SAMBODROMO DO ANHEMBI;760;1200;0;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SKANK;21/10/2022;2022;ESPACO UNIMED;140;200;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;0;0;0;0;0;0
SKANK;22/10/2022;2022;ESPACO UNIMED;140;200;420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;280;0;0;0;0;0;0
BLACK LABEL SOCIETY;23/10/2022;2022;AUDIO;280;400;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;600;0;0;0;0
MILTON NASCIMENTO;01/11/2022;2022;ESPACO UNIMED;200;530;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;0;0;0;0;0;0
MILTON NASCIMENTO;03/11/2022;2022;ESPACO UNIMED;200;530;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;0;0;0;0;0;0
BAD GYAL;04/11/2022;2022;AUDIO;980;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MILTON NASCIMENTO;04/11/2022;2022;ESPACO UNIMED;200;530;630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320;0;0;0;0;0;0
ARCTIC MONKEYS;05/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BEACH HOUSE;05/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BJORK;05/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INTERPOL;05/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JOSE GONZALEZ;05/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
L7NNON;05/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LINIKER;05/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LUCCAS CARLOS;05/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MICHAEL BUBLE;05/11/2022;2022;ALLIANZ PARQUE;600;820;0;400;0;300;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MITSKI;05/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RAIMUNDOS;05/11/2022;2022;AUDIO;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ROBERTO CARLOS;05/11/2022;2022;ESPACO UNIMED;310;580;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SEVDALIZA;05/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TASHA & TRACIE;05/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BAD GYAL;06/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAROLINE POLACHEK;06/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CHARLI XCX;06/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FATHER JOHN MISTY;06/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JPEGMAFIA;06/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
LORDE;06/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MICHAEL BUBLE;06/11/2022;2022;ALLIANZ PARQUE;600;820;0;400;0;300;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PHOEBE BRIDGERS;06/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ROBERTO CARLOS;06/11/2022;2022;ESPACO UNIMED;310;580;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRAVIS SCOTT;06/11/2022;2022;DISTRITO ANHEMBI;560;890;0;750;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300
CHARLI XCX;09/11/2022;2022;AUDIO;370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;540;0;0;0;0;0;0
ROBERTO CARLOS;09/11/2022;2022;ESPACO UNIMED;310;580;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JAO;11/11/2022;2022;ESPACO UNIMED;140;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MAIARA & MARAISA;11/11/2022;2022;VIBRA SAO PAULO;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ALCEU VALENCA;12/11/2022;2022;ESPACO UNIMED;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BONNIE TYLER;12/11/2022;2022;TOKIO MARINE HALL;329;239;319;0;0;259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;379;0;0;0;0
THE KILLERS;12/11/2022;2022;ALLIANZ PARQUE;540;990;1990;680;0;340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TWENTY ONE PILOTS;12/11/2022;2022;ALLIANZ PARQUE;540;990;1990;680;0;340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KYGO;13/11/2022;2022;ESPACO UNIMED;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ROBERTO CARLOS;17/11/2022;2022;ESPACO UNIMED;310;580;520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CAPITAL INICIAL;18/11/2022;2022;ESPACO UNIMED;120;220;320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IVETE SANGALO;18/11/2022;2022;TOKIO MARINE HALL;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IVETE SANGALO;19/11/2022;2022;ARENA ANHEMBI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
MARINA SENA;19/11/2022;2022;ARENA ANHEMBI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
OS PARALAMAS DO SUCESSO;19/11/2022;2022;VIBRA SAO PAULO;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
